('https://image1.ljcdn.com/130100-inspection/840e600b-ad9e-4d57-bc8e-a00389c34901.jpg.296x216.jpg', '荣御府 2室1厅 145万', '荣御府  ', '中楼层(共28层)板楼  -  天山海世界', '145万', '单价14796元/平米')
('https://image1.ljcdn.com/130100-inspection/e533c8c6-5a07-405c-958a-97f0692348b5.jpg.296x216.jpg', '太行嘉苑 3室2厅 178万', '太行嘉苑  ', '高楼层(共27层)板楼  -  天山海世界', '178万', '单价12915元/平米')
('https://image1.ljcdn.com/130100-inspection/21dc0c96-99c0-4511-b6f7-f0d4657e798f.jpg.296x216.jpg', '恒大绿洲 精装3室 好楼层 南北通透', '恒大绿洲  ', '低楼层(共33层)板楼  -  东开发区', '140万', '单价14433元/平米')
('https://image1.ljcdn.com/130100-inspection/cde584f5-8ea2-4b51-bd59-4fbfb4cc7d8c.jpg.296x216.jpg', '卓达星辰花园 精装大三室 南北通透 卧室270度采光', '卓达星辰花园  ', '高楼层(共24层)暂无数据  -  天山海世界', '273万', '单价15819元/平米')
('https://image1.ljcdn.com/130100-inspection/d615de01-1898-4efe-b66e-b683cc5dc1c3.jpg.296x216.jpg', '东海盛景南苑 2室2厅 132万', '东海盛景南苑  ', '中楼层(共27层)板楼  -  富力', '132万', '单价13470元/平米')
('https://image1.ljcdn.com/130100-inspection/2f903309-d330-4dd2-a2d8-39135fc3480a.jpg.296x216.jpg', '中间楼层 全明户型 客厅方正 南向 次卧朝东  随时可看', '同祥城  ', '中楼层(共34层)板楼  -  天山海世界', '131万', '单价15774元/平米')
('https://image1.ljcdn.com/130100-inspection/777c9320-12ad-430c-81fa-4ee606d0f4bf.jpg.296x216.jpg', '珠峰国际花园 水榭花都旁 品质社区 南北通透三居室', '珠峰国际花园  ', '低楼层(共27层)板楼  -  天山海世界', '190万', '单价14019元/平米')
('https://image1.ljcdn.com/130100-inspection/4a62ac52-54e2-48f0-8ff1-18e79c9867a8.jpg.296x216.jpg', '精装两室 全南朝向 房屋保养较好 中间楼层', '卓达星辰花园  ', '中楼层(共24层)板楼  -  天山海世界', '163万', '单价13700元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_uploadb0132c77-ed54-44a0-bdf7-e59db334d75b.jpg.296x216.jpg', '链家真房源 筑业花园 四室 中间楼层 随时看房', '筑业花园  ', '高楼层(共29层)板楼  -  天山海世界', '230万', '单价11861元/平米')
('https://image1.ljcdn.com/130100-inspection/59158bd5-96f5-4d5b-b33c-c3aac604bb50.jpg.296x216.jpg', '同祥城三室两厅，诚心出售，户型南北通透，双阳卧室', '同祥城C区  ', '低楼层(共34层)板楼  -  天山海世界', '190万', '单价14772元/平米')
('https://image1.ljcdn.com/130100-inspection/dee13c44-b3ca-48b0-900e-0b0f5a63369f.jpg.296x216.jpg', '新小区，配套全，南向俩居室，业主诚心出售，看房方便', '同祥城  ', '中楼层(共34层)板楼  -  天山海世界', '150万', '单价15828元/平米')
('', '石家庄信息工程职业学院家属楼 3室2厅 260万', '石家庄信息工程职业学院家属楼  ', '高楼层(共6层)暂无数据  -  天山海世界', '260万', '单价16997元/平米')
('https://image1.ljcdn.com/130100-inspection/b04a1443-adcc-4d2a-8d75-169b04f3c067.jpg.296x216.jpg', '此房楼层好，视野开阔，采光充足，小区交通便利。', '弘达明尚  ', '中楼层(共32层)板楼  -  天山海世界', '112万', '单价14920元/平米')
('', '天山水榭花都 2室2厅 165万', '天山水榭花都  ', '低楼层(共32层)板楼  -  天山海世界', '165万', '单价18750元/平米')
('https://image1.ljcdn.com/130100-inspection/ef0c1fed-c7ea-4e6f-ace4-c448ca60a2ae.jpg.296x216.jpg', '天山水榭花都 1室1厅 87万', '天山水榭花都  ', '高楼层(共32层)板楼  -  天山海世界', '87万', '单价18125元/平米')
('', '好家园 2室2厅 140万', '好家园  ', '高楼层(共6层)板楼  -  天山海世界', '140万', '单价12845元/平米')
('https://image1.ljcdn.com/130100-inspection/6f12ecb2-ef33-4ad0-b3fd-6186cd29cb6f.jpg.296x216.jpg', '品质小区  一居室  看房方便', '天山熙湖  ', '低楼层(共34层)板楼  -  天山海世界', '120万', '单价19802元/平米')
('https://image1.ljcdn.com/130100-inspection/d04f85a2-ce7f-4293-bd68-b90b65cd3294.jpg.296x216.jpg', '开发区 恒大绿洲 精装三室 有钥匙 看房方便', '恒大绿洲  ', '中楼层(共33层)板楼  -  东开发区', '135万', '单价13970元/平米')
('', '天然城 2室2厅 160万', '天然城  ', '高楼层(共7层)板楼  -  富力', '160万', '单价16495元/平米')
('', '长九中心公园9号 3室2厅 195万', '长九中心公园9号  ', '低楼层(共32层)板楼  -  天山海世界', '195万', '单价19524元/平米')
('', '筑业花园 4室2厅 225万', '筑业花园  ', '中楼层(共22层)板楼  -  天山海世界', '225万', '单价11909元/平米')
('', '卓达星辰花园 3室2厅 310万', '卓达星辰花园  ', '低楼层(共28层)板楼  -  天山海世界', '310万', '单价19621元/平米')
('', '卓达星辰花园 3室2厅 275万', '卓达星辰花园  ', '高楼层(共24层)板楼  -  天山海世界', '275万', '单价15715元/平米')
('https://image1.ljcdn.com/130100-inspection/36c909e2-f660-4b5d-b0e4-d96cd42c819a.jpg.296x216.jpg', '开发区珠峰国际花园精装三居室南北通透低楼层', '珠峰国际花园  ', '低楼层(共27层)板楼  -  天山海世界', '200万', '单价14584元/平米')
('https://image1.ljcdn.com/130100-inspection/67d05eb5-c12a-485a-ba29-b5ff37526b50.jpg.296x216.jpg', '珠峰国际花园 偏门大客厅 精装修 带地下室 采光好', '珠峰国际花园三期  ', '高楼层(共33层)板楼  -  天山海世界', '150万', '单价15625元/平米')
('', '天山水榭花都 3室2厅 260万', '天山水榭花都  ', '中楼层(共5层)板楼  -  天山海世界', '260万', '单价18841元/平米')
('', '卓达星辰花园 3室2厅 275万', '卓达星辰花园  ', '高楼层(共24层)板楼  -  天山海世界', '275万', '单价15715元/平米')
('https://image1.ljcdn.com/130100-inspection/e04360d6-0315-435a-8939-556e76fcea17.jpg.296x216.jpg', '恒大绿洲 2室2厅 136万', '恒大绿洲  ', '中楼层(共33层)板楼  -  东开发区', '136万', '单价15045元/平米')
('https://image1.ljcdn.com/130100-inspection/f540dbac-e09d-4fa8-9a82-173c9a04cde5.jpg.296x216.jpg', '珠峰国际花园 阳面大客厅 此价位包含车位 我有钥匙', '珠峰国际花园  ', '高楼层(共27层)板楼  -  天山海世界', '165万', '单价16647元/平米')
('', '长九中心公园9号 3室2厅 210万', '长九中心公园9号  ', '高楼层(共32层)板楼  -  天山海世界', '210万', '单价17074元/平米')
('', '东城国际商务广场 2室1厅 42万', '东城国际商务广场  ', '高楼层(共30层)板塔结合  -  天山海世界', '42万', '单价5401元/平米')
('https://image1.ljcdn.com/130100-inspection/c53dd9ad-be29-44df-a395-c3babfd24e90.jpg.296x216.jpg', '珠峰国际花园 2室2厅 160万', '珠峰国际花园  ', '低楼层(共27层)板楼  -  天山海世界', '160万', '单价16589元/平米')
('https://image1.ljcdn.com/120000-inspection/e89dd53f-775d-4551-94b7-a6bb856e32e0.jpg.296x216.jpg', '石家庄学院住宅小区 南北通透三居室 业主诚心出售', '石家庄学院住宅小区  ', '高楼层(共6层)板楼  -  天山海世界', '155万', '单价12371元/平米')
('', '花样年华  满五 南北通透  精装三室   诚心出售', '花样年华  ', '中楼层(共7层)板楼  -  天山海世界', '175万', '单价13513元/平米')
('', '石门福地 2室2厅 140万', '石门福地  ', '高楼层(共20层)板塔结合  -  天山海世界', '140万', '单价15316元/平米')
('https://image1.ljcdn.com/130100-inspection/c33ba836-1fae-4e64-a980-62220827e89a.jpg.296x216.jpg', '恒大绿洲 3室2厅 180万', '恒大绿洲  ', '中楼层(共32层)板楼  -  东开发区', '180万', '单价14920元/平米')
('https://image1.ljcdn.com/130100-inspection/dbc0f6b8-eb36-4a32-85a9-b3efae56a208.jpg.296x216.jpg', '此房为南北向通透大三居，全明格局，适合居家', '想象国际  ', '中楼层(共23层)板楼  -  天山海世界', '220万', '单价16950元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload3583e3aa-e70f-414d-9f21-09038416ed88.jpg.296x216.jpg', '天山水榭花都 南北向 三居室 精装修', '天山水榭花都  ', '低楼层(共17层)板楼  -  天山海世界', '315万', '单价23013元/平米')
('', '卓达星辰花园 3室2厅 300万', '卓达星辰花园  ', '中楼层(共28层)暂无数据  -  天山海世界', '300万', '单价17046元/平米')
('', '花样年华 2室2厅 150万', '花样年华  ', '低楼层(共7层)板楼  -  天山海世界', '150万', '单价14852元/平米')
('https://image1.ljcdn.com/130100-inspection/77789583-c12c-4557-ad5b-a8fc1cdffb6a.jpg.296x216.jpg', '想象国际，精装修正规一室一厅，中间楼层，视野好', '想象国际  ', '低楼层(共28层)板楼  -  天山海世界', '98万', '单价19280元/平米')
('https://image1.ljcdn.com/110000-inspection/4b7ff2b8-b0e5-4b00-b75b-416b97c29596.jpg.296x216.jpg', '珠峰国际花园 3室2厅 249万', '珠峰国际花园  ', '高楼层(共25层)板楼  -  天山海世界', '249万', '单价13554元/平米')
('https://image1.ljcdn.com/110000-inspection/ae5af363-d91e-44c9-b673-9c2354008df1.jpg.296x216.jpg', '花样年华 双卧朝南 客厅朝南 带27.45平地下室', '花样年华  ', '低楼层(共7层)板楼  -  天山海世界', '200万', '单价15263元/平米')
('', '卓达星辰花园 4室2厅 290万', '卓达星辰花园  ', '低楼层(共28层)板楼  -  天山海世界', '290万', '单价15426元/平米')
('', '花样年华 1室1厅 105万', '花样年华  ', '高楼层(共7层)板楼  -  天山海世界', '105万', '单价13947元/平米')
('https://image1.ljcdn.com/130100-inspection/29cbe6e6-d2eb-4e5b-9dd4-3a9b2fb17dca.jpg.296x216.jpg', '167大四居，中间楼层四层，采光充足，视野宽阔', '梧桐苑  ', '高楼层(共7层)板楼  -  天山海世界', '235万', '单价14005元/平米')
('https://image1.ljcdn.com/130100-inspection/4503b468-ebfa-45a5-bf88-b620ccb49ca4.jpg.296x216.jpg', '同祥城 高层两居室 全明格局 小区主打户型', '同祥城C区  ', '高楼层(共34层)板楼  -  天山海世界', '145万', '单价16474元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload23227028-a1bb-43af-9514-c2b01637e436.jpg.296x216.jpg', '北国益东商圈，东临妇产医院，交通方便 小区环境安静', '金色家园  ', '中楼层(共7层)板楼  -  天山海世界', '230万', '单价16313元/平米')
('', '心海假日 3室2厅 350万', '心海假日  ', '中楼层(共7层)板楼  -  天山海世界', '350万', '单价22152元/平米')
('https://image1.ljcdn.com/130100-inspection/683d3fe9-563b-46b6-9186-466b735604e6.jpg.296x216.jpg', '天山水榭花都 1室0厅 71万', '天山水榭花都  ', '高楼层(共32层)板楼  -  天山海世界', '71万', '单价18514元/平米')
('', '新都汇 5室2厅 300万', '新都汇  ', '高楼层(共9层)暂无数据  -  天山海世界', '300万', '单价11539元/平米')
('https://image1.ljcdn.com/130100-inspection/b7e7a5b2-49db-4d7d-a78f-3b5e4fb8d830.jpg.296x216.jpg', '心海假日精装两室，房本满五年，没有增值税和个税', '心海假日  ', '低楼层(共18层)板楼  -  天山海世界', '152万', '单价17593元/平米')
('https://image1.ljcdn.com/110000-inspection/093a63bb-70b3-4b99-9881-09522105db7b.jpg.296x216.jpg', '水榭花都 两梯两户 南北通透三居室户型   多层', '天山水榭花都  ', '中楼层(共17层)板楼  -  天山海世界', '255万', '单价18630元/平米')
('https://image1.ljcdn.com/130100-inspection/0210cdd6-e249-4fe4-8e05-d5b8c039dae0.jpg.296x216.jpg', '东开发区+海世界商圈+赠送面积电梯房', '博仕名筑  ', '高楼层(共12层)板楼  -  天山海世界', '158万', '单价16431元/平米')
('', '长九中心公园9号 3室2厅 295万', '长九中心公园9号  ', '低楼层(共32层)板楼  -  天山海世界', '295万', '单价21132元/平米')
('https://image1.ljcdn.com/130100-inspection/fc4ac090-ab88-4a90-9f3b-6043ca3b0a84.jpg.296x216.jpg', '天山水榭花都 4室2厅 375万', '天山水榭花都  ', '中楼层(共5层)板楼  -  天山海世界', '375万', '单价15433元/平米')
('', '花样年华 1室2厅 105万', '花样年华  ', '未知(共6层)板楼  -  天山海世界', '105万', '单价13605元/平米')
('https://image1.ljcdn.com/130100-inspection/f04a9ca1-5fab-4d3e-aa84-c05fc0cafb70.jpg.296x216.jpg', '天然城 3室2厅 155万', '天然城  ', '高楼层(共18层)板楼  -  富力', '155万', '单价15262元/平米')
('https://image1.ljcdn.com/130100-inspection/31f0fef3-360a-4690-bd56-b7a5f67f05ea.jpg.296x216.jpg', '天山水榭花都 3室1厅 150万', '天山水榭花都  ', '中楼层(共32层)板楼  -  天山海世界', '150万', '单价17412元/平米')
('https://image1.ljcdn.com/130100-inspection/9f1c71d7-7938-486c-aa1a-c08c160e4dd9.jpg.296x216.jpg', '开发区 金色家园 2楼三居室 南北通透', '金色家园  ', '低楼层(共7层)板楼  -  天山海世界', '185万', '单价12254元/平米')
('', '长九中心公园9号 3室2厅 237.5万', '长九中心公园9号  ', '中楼层(共32层)板楼  -  天山海世界', '237.5万', '单价19000元/平米')
('https://image1.ljcdn.com/130100-inspection/43ffebda-952d-442c-b6a7-7ca345d23b5b.jpg.296x216.jpg', '同祥城C区 3室2厅 145万', '同祥城C区  ', '低楼层(共21层)暂无数据  -  天山海世界', '145万', '单价11155元/平米')
('', '珠峰国际花园 3室2厅 205.5万', '珠峰国际花园  ', '高楼层(共27层)板楼  -  天山海世界', '205.5万', '单价15000元/平米')
('https://image1.ljcdn.com/130100-inspection/test-c96fa63f-f87a-47f6-8a62-2343dbf05323.png.296x216.jpg', '天山水榭花都 2室1厅 148万', '天山水榭花都  ', '低楼层(共32层)板楼  -  天山海世界', '148万', '单价16568元/平米')
('https://image1.ljcdn.com/130100-inspection/9443bfd4-7ef1-42d7-b679-d3afe20e03a7.JPG.296x216.jpg', '新增房源，大三居，4层，价钱可谈', '梧桐苑  ', '中楼层(共7层)板楼  -  天山海世界', '200万', '单价16442元/平米')
('https://image1.ljcdn.com/130100-inspection/1d2318ab-9ba4-48a9-8cfa-6a9b7b0ccd81.jpg.296x216.jpg', '南北通透大两居满五年业主随时签约', '花样年华  ', '高楼层(共7层)板楼  -  天山海世界', '140万', '单价14793元/平米')
('', '花样年华 3室2厅 200万', '花样年华  ', '低楼层(共7层)板楼  -  天山海世界', '200万', '单价15389元/平米')
('https://image1.ljcdn.com/130100-inspection/0d90a3af-9051-41de-ab7e-4e96c7340a0a.JPG.296x216.jpg', 'lian jia. 房源 珠峰国际花园温馨三居环境幽雅有钥匙', '珠峰国际花园  ', '中楼层(共7层)板楼  -  天山海世界', '220万', '单价18681元/平米')
('', '花样年华 3室2厅 145万', '花样年华  ', '低楼层(共7层)板楼  -  天山海世界', '145万', '单价14357元/平米')
('https://image1.ljcdn.com/130100-inspection/eb778e8c-d3d7-4218-86a5-b3027ea86f46.jpg.296x216.jpg', '视野好 采光好 毛坯房 出行便利', '红石原著小区  ', '低楼层(共34层)板楼  -  富力', '205万', '单价14749元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload37360996-5003-4d1d-a33a-6cc9a42e3a89.jpg.296x216.jpg', '红石原著大三室毛坯房，价格可谈！', '红石原著小区  ', '高楼层(共34层)板楼  -  富力', '188万', '单价15589元/平米')
('https://image1.ljcdn.com/130100-inspection/13916bcd-1f0f-4513-b226-2b7788437226.jpg.296x216.jpg', '海世界商圈 满五唯一 通厅通卧 精装修 拎包入住 急售', '梧桐苑  ', '低楼层(共12层)板塔结合  -  天山海世界', '155万', '单价15055元/平米')
('', '荣御府 2室2厅 230万', '荣御府  ', '低楼层(共28层)板楼  -  天山海世界', '230万', '单价23712元/平米')
('https://image1.ljcdn.com/130100-inspection/57a0d3b1-c91c-47ba-8c8a-472a5783c6a0.jpg.296x216.jpg', '珠峰国际 毛坯四室 两梯一户 可任意装装修', '珠峰国际花园  ', '低楼层(共25层)板楼  -  天山海世界', '530万', '单价13948元/平米')
('https://image1.ljcdn.com/130100-inspection/a47ad68c-b7a3-4916-b15f-d89d420e9ef8.jpg.296x216.jpg', '同祥城 2室1厅 128万', '同祥城  ', '中楼层(共34层)塔楼  -  天山海世界', '128万', '单价17352元/平米')
('', '恒大绿洲 2室2厅 148万', '恒大绿洲  ', '中楼层(共33层)板楼  -  东开发区', '148万', '单价14881元/平米')
('https://image1.ljcdn.com/130100-inspection/5f2f7989-f1a6-4dd1-8b0f-2b2472ed81cc.jpg.296x216.jpg', '东海盛景南苑 1室1厅 97万', '东海盛景南苑  ', '低楼层(共18层)板楼  -  富力', '97万', '单价16565元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload25348ec9-804a-4668-bfcb-a0cc6da7c8a6.jpg.296x216.jpg', '此房急售天山海世界商圈 南北通透三居室，品质物业', '卓达星辰金座  ', '中楼层(共20层)板楼  -  天山海世界', '220万', '单价14729元/平米')
('https://image1.ljcdn.com/130100-inspection/d4f840e7-286e-4542-88a0-10db0ecbe634.jpg.296x216.jpg', '天然城，精装两居室，通厅通卧，满5年', '天然城  ', '高楼层(共7层)板楼  -  富力', '145万', '单价14754元/平米')
('', '花样年华 3室2厅 175万', '花样年华  ', '中楼层(共7层)板楼  -  天山海世界', '175万', '单价11987元/平米')
('https://image1.ljcdn.com/130100-inspection/1ea87de6-86cf-4f79-abd5-b2b631862d80.jpg.296x216.jpg', '天山水榭花都 1室0厅 73万', '天山水榭花都  ', '低楼层(共32层)板楼  -  天山海世界', '73万', '单价19211元/平米')
('', '恒大绿洲 3室2厅 135万', '恒大绿洲  ', '高楼层(共33层)板楼  -  东开发区', '135万', '单价13918元/平米')
('https://image1.ljcdn.com/110000-inspection/281c9340-28e9-4191-ad8c-0e3565fcd04e.jpg.296x216.jpg', '珠峰国际花园 中间楼层 随时签约', '珠峰国际花园  ', '低楼层(共27层)板楼  -  天山海世界', '205万', '单价14100元/平米')
('https://image1.ljcdn.com/130100-inspection/8ba9d30e-83e1-4d10-ae84-9b83b6dfb3ce.jpg.296x216.jpg', 'lian jia.同祥城，全明户型，采光好', '同祥城  ', '高楼层(共34层)板楼  -  天山海世界', '145万', '单价15301元/平米')
('https://image1.ljcdn.com/130100-inspection/8e6d0911-c238-4d8c-9e7c-32a1aeeeca03.JPG.296x216.jpg', '珠峰国际花园 电梯小高层精装三室 公摊小税费少诚心卖', '珠峰国际花园  ', '中楼层(共11层)板楼  -  天山海世界', '215万', '单价15580元/平米')
('', '博仕名筑 精致小1室 拎包入住', '博仕名筑  ', '高楼层(共6层)板楼  -  天山海世界', '75万', '单价16305元/平米')
('', '花样年华 3室2厅 170万', '花样年华  ', '高楼层(共7层)板楼  -  天山海世界', '170万', '单价12209元/平米')
('https://image1.ljcdn.com/130100-inspection/acc7beb7-3adf-4884-a82c-ab38ef53e656.jpg.296x216.jpg', '东方城 2室2厅 137万', '东方城  ', '中楼层(共6层)板楼  -  天山海世界', '137万', '单价14746元/平米')
('', '恒大绿洲，阳面大三室，南北通透，位置好，采光好', '恒大绿洲  ', '高楼层(共33层)板楼  -  东开发区', '210万', '单价15548元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload3ace73d7-716c-4ba0-9449-52f023211997.jpg.296x216.jpg', '珠峰国际花园 标准三居室 无遮挡', '珠峰国际花园  ', '高楼层(共27层)板楼  -  天山海世界', '235万', '单价15334元/平米')
('https://image1.ljcdn.com/130100-inspection/b3fb9a91-796d-42b3-b541-56af1e6c237f.jpg.296x216.jpg', '同祥城经典三居室，南北通透明厨明卫，毛坯房随意装修', '同祥城  ', '高楼层(共34层)板楼  -  天山海世界', '210万', '单价16837元/平米')
