('', '石炼第一生活区 3室1厅 70万', '石炼第一生活区  ', '中楼层(共4层)暂无数据  -  藁城市', '70万', '单价10000元/平米')
('', '石炼第一生活区 2室1厅 65万', '石炼第一生活区  ', '高楼层(共4层)暂无数据  -  藁城市', '65万', '单价11819元/平米')
('', '康乐供水小区 2室2厅 105万', '康乐供水小区  ', '高楼层(共6层)板楼  -  藁城市', '105万', '单价9293元/平米')
('', '石炼第二生活区 2室1厅 120万', '石炼第二生活区  ', '未知(共0层)板楼  -  藁城市', '120万', '单价12766元/平米')
('', '石炼第一生活区 3室1厅 62万', '石炼第一生活区  ', '中楼层(共4层)暂无数据  -  藁城市', '62万', '单价8052元/平米')
('', '联合石化小区 2室2厅 135万', '联合石化小区  ', '高楼层(共18层)暂无数据  -  藁城市', '135万', '单价10976元/平米')
('', '石炼第二生活区 2室2厅 85万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '85万', '单价9116元/平米')
('', '石炼第二生活区 3室2厅 127万', '石炼第二生活区  ', '中楼层(共7层)暂无数据  -  藁城市', '127万', '单价8651元/平米')
('', '石炼第二生活区 2室2厅 88万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '88万', '单价9437元/平米')
('', '康星家园 2室2厅 114万', '康星家园  ', '高楼层(共6层)暂无数据  -  藁城市', '114万', '单价11516元/平米')
('', '石炼第二生活区 2室1厅 85万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '85万', '单价9116元/平米')
('', '石炼佳园，藁城区四室，房本满两年没有增值税', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '145万', '单价8159元/平米')
('', '石炼第二生活区 2室2厅 82万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '82万', '单价8794元/平米')
('', '小区环境好  南北通透 业主诚心出售 80万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '80万', '单价8597元/平米')
('', '石炼第二生活区 2室2厅 80万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '80万', '单价8580元/平米')
('', '此房未住过人，南北通透，高层，采光好，户型正', '香居美地  ', '高楼层(共29层)板楼  -  藁城市', '94万', '单价10426元/平米')
('', '心海湾小区 3室2厅 135万', '心海湾小区  ', '中楼层(共11层)暂无数据  -  藁城市', '135万', '单价9643元/平米')
('', '康乐供水小区 3室2厅 180万', '康乐供水小区  ', '高楼层(共6层)板楼  -  藁城市', '180万', '单价12677元/平米')
('', '石炼第一生活区 3室1厅 58万', '石炼第一生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '58万', '单价7632元/平米')
('', '香居美地 3室2厅 120万', '香居美地  ', '中楼层(共29层)板楼  -  藁城市', '120万', '单价10000元/平米')
('', '石炼第一生活区 2室1厅 70万', '石炼第一生活区  ', '高楼层(共4层)暂无数据  -  藁城市', '70万', '单价9091元/平米')
('', '旭丰公寓 1室1厅 65万', '旭丰公寓  ', '高楼层(共26层)板楼  -  藁城市', '65万', '单价9905元/平米')
('', '石炼第一生活区 2室1厅 70万', '石炼第一生活区  ', '中楼层(共5层)暂无数据  -  藁城市', '70万', '单价9204元/平米')
('', '商业小区 3室2厅 110万', '商业小区  ', '高楼层(共6层)板楼  -  藁城市', '110万', '单价9533元/平米')
('', '石炼第二生活区 2室1厅 60万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '60万', '单价10292元/平米')
('', '旭丰公寓 3室2厅 168万', '旭丰公寓  ', '高楼层(共26层)板楼  -  藁城市', '168万', '单价13440元/平米')
('', '石炼第一生活区 3室1厅 68万', '石炼第一生活区  ', '低楼层(共4层)暂无数据  -  藁城市', '68万', '单价8855元/平米')
('', '旭丰公寓 1室1厅 70万', '旭丰公寓  ', '高楼层(共26层)板楼  -  藁城市', '70万', '单价10666元/平米')
('', '石炼第一生活区 2室1厅 58万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '58万', '单价11373元/平米')
('', '兴发怡园 精装3室2厅2卫 房本满2年', '兴发怡园  ', '中楼层(共6层)板楼  -  藁城市', '160万', '单价10006元/平米')
('', '石炼第一生活区 2室1厅 40万', '石炼第一生活区  ', '高楼层(共4层)暂无数据  -  藁城市', '40万', '单价7018元/平米')
('', '祥和居 2室2厅 110万', '祥和居  ', '高楼层(共6层)板楼  -  藁城市', '110万', '单价8800元/平米')
('', '心海湾小区 3室2厅 120万', '心海湾小区  ', '高楼层(共6层)暂无数据  -  藁城市', '120万', '单价8220元/平米')
('', '康星家园 3室2厅 136万', '康星家园  ', '低楼层(共6层)暂无数据  -  藁城市', '136万', '单价10611元/平米')
('', '石炼第二生活区 2室2厅 86万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '86万', '单价9191元/平米')
('', '兴发怡园 3室2厅 98万', '兴发怡园  ', '高楼层(共6层)板楼  -  藁城市', '98万', '单价8449元/平米')
('', '凝瑞苑 2室2厅 85万', '凝瑞苑  ', '中楼层(共7层)板楼  -  藁城市', '85万', '单价9140元/平米')
('', '香居美地 3室2厅 120万', '香居美地  ', '低楼层(共29层)板楼  -  藁城市', '120万', '单价9826元/平米')
('', '凝瑞苑 2室2厅 86万', '凝瑞苑  ', '低楼层(共7层)板楼  -  藁城市', '86万', '单价8892元/平米')
('', '聚丙烯 精装3室2厅1卫，满五唯一', '聚丙烯小区  ', '高楼层(共5层)板楼  -  藁城市', '75万', '单价8621元/平米')
('', '石炼第二生活区 2室2厅 93万', '石炼第二生活区  ', '低楼层(共6层)暂无数据  -  藁城市', '93万', '单价9490元/平米')
('', '东上华府 3室2厅 120万', '东上华府  ', '低楼层(共18层)暂无数据  -  藁城市', '120万', '单价10257元/平米')
('', '聚丙烯小区 2室1厅 45万', '聚丙烯小区  ', '中楼层(共5层)板楼  -  藁城市', '45万', '单价7859元/平米')
('', '东上华府 3室2厅 105万', '东上华府  ', '高楼层(共18层)暂无数据  -  藁城市', '105万', '单价8975元/平米')
('', '石炼第二生活区 2室1厅 58万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '58万', '单价9238元/平米')
('', '康星家园 2室2厅 110万', '康星家园  ', '中楼层(共6层)板楼  -  藁城市', '110万', '单价10705元/平米')
('', '聚丙烯小区 3室1厅 65万', '聚丙烯小区  ', '中楼层(共5层)板楼  -  藁城市', '65万', '单价7559元/平米')
('', '昌盛家园 3室2厅 165万', '昌盛家园  ', '中楼层(共5层)板楼  -  藁城市', '165万', '单价12133元/平米')
('', '石炼第二生活区 2室1厅 55万', '石炼第二生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '55万', '单价9351元/平米')
('', '康星家园  简装修2室 南北通透 采光好', '康星家园  ', '低楼层(共6层)暂无数据  -  藁城市', '115万', '单价11619元/平米')
('', '心海湾小区 3室2厅 125万', '心海湾小区  ', '高楼层(共11层)暂无数据  -  藁城市', '125万', '单价8944元/平米')
('', '旭丰公寓 3室2厅 135万', '旭丰公寓  ', '低楼层(共26层)板楼  -  藁城市', '135万', '单价10800元/平米')
('https://image1.ljcdn.com/130100-inspection/3b64efdc-bfdd-4286-ab59-4ba2c7f37a3e.jpg.296x216.jpg', '香居美地，南北通透，有钥匙随时看，户型好。', '香居美地  ', '高楼层(共29层)板楼  -  藁城市', '130万', '单价11207元/平米')
('', '石炼第一生活区 3室1厅 75万', '石炼第一生活区  ', '中楼层(共4层)暂无数据  -  藁城市', '75万', '单价8523元/平米')
('', '康星家园 3室2厅 115万', '康星家园  ', '高楼层(共6层)板楼  -  藁城市', '115万', '单价10953元/平米')
('', '石炼第二生活区 2室1厅 57万', '石炼第二生活区  ', '低楼层(共6层)暂无数据  -  藁城市', '57万', '单价10665元/平米')
('', '石炼第二生活区 2室2厅 88万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '88万', '单价9437元/平米')
('', '商业小区 2室2厅 120万', '商业小区  ', '高楼层(共6层)板楼  -  藁城市', '120万', '单价10435元/平米')
('', '石炼第二生活区 2室2厅 86万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '86万', '单价9248元/平米')
('', '石炼第二生活区 2室1厅 65万', '石炼第二生活区  ', '中楼层(共5层)板楼  -  藁城市', '65万', '单价10656元/平米')
('', '东上华府 2室1厅 80万', '东上华府  ', '低楼层(共18层)暂无数据  -  藁城市', '80万', '单价10382元/平米')
('', '凝瑞苑 2室2厅 100万', '凝瑞苑  ', '低楼层(共7层)板楼  -  藁城市', '100万', '单价9526元/平米')
('', '石炼第二生活区 2室2厅 85万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '85万', '单价9116元/平米')
('', '石炼第二生活区 2室2厅 80万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '80万', '单价9019元/平米')
('', '石炼第二生活区 2室2厅 87万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '87万', '单价8878元/平米')
('', '石炼第一生活区 3室1厅 80万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '80万', '单价10390元/平米')
('', '石炼第二生活区 2室2厅 85万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '85万', '单价9116元/平米')
('', '康乐供水小区 3室2厅 170万', '康乐供水小区  ', '中楼层(共6层)板楼  -  藁城市', '170万', '单价10363元/平米')
('', '石炼第二生活区 2室2厅 86万', '石炼第二生活区  ', '低楼层(共6层)板楼  -  藁城市', '86万', '单价9223元/平米')
('', '石炼第二生活区 2室1厅 59万', '石炼第二生活区  ', '低楼层(共6层)暂无数据  -  藁城市', '59万', '单价11035元/平米')
('', '东开发区香居美地 ，南北通透，高层，采光好，户型正', '香居美地  ', '高楼层(共29层)板楼  -  藁城市', '128万', '单价11035元/平米')
('', '开发区 南北通透 3室2厅2卫 次顶采光好 交通便利', '安顺居  ', '中楼层(共5层)板楼  -  藁城市', '115万', '单价9798元/平米')
('', '开发区 东三环 安顺居精装大三室两厅两卫 南北通透', '安顺居  ', '高楼层(共5层)板楼  -  藁城市', '105万', '单价8946元/平米')
('', '石炼第一生活区 3室1厅 76万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '76万', '单价10000元/平米')
('', '康乐供水小区 3室2厅 145万', '康乐供水小区  ', '中楼层(共6层)板楼  -  藁城市', '145万', '单价10197元/平米')
('', '兴发怡园 3室2厅 198万', '兴发怡园  ', '中楼层(共6层)板楼  -  藁城市', '198万', '单价12375元/平米')
('', '石炼第二生活区 2室2厅 80万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '80万', '单价8792元/平米')
('', '石炼第二生活区 2室1厅 60万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '60万', '单价10910元/平米')
('', '石炼第二生活区 2室2厅 82万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '82万', '单价9319元/平米')
('', '石炼第二生活区 3室1厅 70万', '石炼第二生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '70万', '单价8375元/平米')
('', '石炼第二生活区 2室2厅 110万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '110万', '单价11214元/平米')
('', '石炼第一生活区 3室1厅 60万', '石炼第一生活区  ', '低楼层(共12层)暂无数据  -  藁城市', '60万', '单价7793元/平米')
('', '石炼第二生活区 2室1厅 51万', '石炼第二生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '51万', '单价9391元/平米')
('', '石炼第一生活区 3室1厅 75万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '75万', '单价9869元/平米')
('', '石炼第二生活区 2室2厅 88万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '88万', '单价9437元/平米')
('', '心海湾小区 2室2厅 105万', '心海湾小区  ', '高楼层(共11层)暂无数据  -  藁城市', '105万', '单价10715元/平米')
('', '心海湾小区 3室2厅 140万', '心海湾小区  ', '高楼层(共5层)暂无数据  -  藁城市', '140万', '单价10054元/平米')
('', '石炼第一生活区 2室2厅 60万', '石炼第一生活区  ', '低楼层(共4层)暂无数据  -  藁城市', '60万', '单价8956元/平米')
('', '石炼第二生活区 2室1厅 55万', '石炼第二生活区  ', '中楼层(共5层)暂无数据  -  藁城市', '55万', '单价9822元/平米')
('', '石炼第二生活区 2室1厅 62万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '62万', '单价9688元/平米')
