('', '西山绿岛 2室2厅 150万', '西山绿岛  ', '高楼层(共27层)板楼  -  鹿泉市', '150万', '单价14424元/平米')
('', '水岸美景 2室1厅 115万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '115万', '单价15178元/平米')
('', '华柴社区 2室1厅 92万', '华柴社区  ', '高楼层(共6层)暂无数据  -  鹿泉市', '92万', '单价14720元/平米')
('', '水岸美景 3室2厅 152万', '水岸美景  ', '高楼层(共27层)板楼  -  鹿泉市', '152万', '单价11516元/平米')
('', '静心园 3室2厅 115万', '静心园  ', '高楼层(共6层)板楼  -  鹿泉市', '115万', '单价11326元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload997fb946-4d54-4747-8ce9-960eac9f69f8.jpg.296x216.jpg', '1楼带小院，十里洋房，优质两居！', '拾里洋房  ', '低楼层(共11层)板楼  -  鹿泉市', '108万', '单价11876元/平米')
('', '朗润园 2室2厅 126万', '朗润园  ', '中楼层(共11层)板楼  -  鹿泉市', '126万', '单价11318元/平米')
('', '果岭湾  满二  南北格局  中间楼层', '果岭湾  ', '中楼层(共33层)板楼  -  鹿泉市', '160万', '单价11688元/平米')
('', '三室两厅，业主诚心出售，是7层跃8层，顶层', '龙泉花园东区  ', '高楼层(共8层)板楼  -  鹿泉市', '200万', '单价10411元/平米')
('', '富强家园 2室1厅 90万', '富强家园  ', '高楼层(共6层)暂无数据  -  鹿泉市', '90万', '单价10315元/平米')
('', '70万 住宅 城果小区 满二 临107国道 万科商圈', '城果  ', '高楼层(共7层)板楼  -  鹿泉市', '70万', '单价12615元/平米')
('https://image1.ljcdn.com/130100-inspection/35405a9b-a121-4ece-89b6-db9dfb26128a.jpg.296x216.jpg', '龙泉花园、南北通透、满五年、唯一住房', '龙泉花园西区  ', '中楼层(共6层)板楼  -  鹿泉市', '110万', '单价13879元/平米')
('', '安联青年城 2室2厅 130万', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '130万', '单价16377元/平米')
('', '果岭湾 3室2厅 165万', '果岭湾  ', '高楼层(共33层)板楼  -  鹿泉市', '165万', '单价11966元/平米')
('https://image1.ljcdn.com/130100-inspection/8a617543-0d34-429c-8771-3d4d098041d7.jpg.296x216.jpg', '水岸美景 3室2厅 165万', '水岸美景  ', '高楼层(共27层)板楼  -  鹿泉市', '165万', '单价13655元/平米')
('', '水岸美景 3室2厅 170万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '170万', '单价12774元/平米')
('', '龙海南苑 2室0厅 85万', '龙海南苑  ', '低楼层(共34层)暂无数据  -  鹿泉市', '85万', '单价10000元/平米')
('https://image1.ljcdn.com/130100-inspection/6b0c811f-6806-40a5-a206-864a9dda2a34.jpg.296x216.jpg', '南北通透三居室，小区不错，刚需客户可以看房。', '安联青年城  ', '低楼层(共29层)板楼  -  宫家庄', '175万', '单价14425元/平米')
('', '安联青年城 2室2厅 128万', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '128万', '单价14066元/平米')
('https://image1.ljcdn.com/130100-inspection/bded6c67-bc2d-4bc2-9fc1-0992a2d508b4.JPG.296x216.jpg', '果岭湾 2室2厅 109万', '果岭湾  ', '低楼层(共33层)暂无数据  -  鹿泉市', '109万', '单价12112元/平米')
('https://image1.ljcdn.com/130100-inspection/c646dc6a-b619-4377-89b9-29ccb846553d.jpg.296x216.jpg', '北国商圈，新华路，果岭湾，两居室，出行方便', '果岭湾  ', '低楼层(共33层)板楼  -  鹿泉市', '106万', '单价11881元/平米')
('', '水岸美景 2室2厅 123万', '水岸美景  ', '低楼层(共27层)板楼  -  鹿泉市', '123万', '单价14471元/平米')
('', '尹泰华府 3室2厅 145万', '尹泰华府  ', '高楼层(共12层)板楼  -  宫家庄', '145万', '单价14078元/平米')
('https://image1.ljcdn.com/130100-inspection/7a59d775-532f-4687-8cd4-48cfe00e59b2.jpg.296x216.jpg', '朗润园，大两居改的小三居，带地下室，首付2成。', '朗润园  ', '中楼层(共11层)板楼  -  鹿泉市', '120万', '单价10779元/平米')
('', '水岸美景 2室2厅 140万', '水岸美景  ', '高楼层(共7层)暂无数据  -  鹿泉市', '140万', '单价15218元/平米')
('', '神奇庭院 1室1厅 99万', '神奇庭院  ', '低楼层(共7层)暂无数据  -  鹿泉市', '99万', '单价15234元/平米')
('https://image1.ljcdn.com/130100-inspection/79f88ba1-5835-466d-a3a6-181bb4632fb4.jpg.296x216.jpg', '拾里洋房 3室1厅 118万', '拾里洋房  ', '低楼层(共10层)板楼  -  鹿泉市', '118万', '单价11711元/平米')
('', '水岸美景 2室2厅 132万', '水岸美景  ', '中楼层(共6层)暂无数据  -  鹿泉市', '132万', '单价12074元/平米')
('', '瑞泰澜庭 2室1厅 105万', '瑞泰澜庭  ', '高楼层(共26层)板楼  -  鹿泉市', '105万', '单价11932元/平米')
('https://image1.ljcdn.com/130100-inspection/1391e126-c663-479e-a1e8-ba2c66859c2e.jpg.296x216.jpg', '鹿泉果岭湾，两室，楼层好，采光好，业主诚意出售', '果岭湾  ', '中楼层(共33层)板楼  -  鹿泉市', '95万', '单价12049元/平米')
('', '水岸美景 1室0厅 55万', '水岸美景  ', '低楼层(共27层)板楼  -  鹿泉市', '55万', '单价11898元/平米')
('', '西山庭院 4室2厅 320万', '西山庭院  ', '中楼层(共4层)暂无数据  -  鹿泉市', '320万', '单价16547元/平米')
('https://image1.ljcdn.com/130100-inspection/69835910-1773-4b7e-b4a8-71528f00b85a.jpg.296x216.jpg', '尹泰华府 红旗大街612号 南二环南部', '尹泰华府  ', '中楼层(共12层)板楼  -  宫家庄', '185万', '单价13940元/平米')
('', '水岸美景 3室2厅 153万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '153万', '单价12541元/平米')
('', '鹿泉拾里简装三居室 户型格局好 价钱可聊业主诚意出售', '拾里洋房  ', '中楼层(共11层)板楼  -  鹿泉市', '125万', '单价12595元/平米')
('https://image1.ljcdn.com/130100-inspection/1a4be567-ed6f-4cf0-aead-56684e9d5eec.jpg.296x216.jpg', '安联青年城 3室2厅 180万', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '180万', '单价14128元/平米')
('', '水岸美景 2室2厅 125万', '水岸美景  ', '中楼层(共7层)暂无数据  -  鹿泉市', '125万', '单价13587元/平米')
('', '秀水名邸 3室2厅 185万', '秀水名邸  ', '中楼层(共12层)板楼  -  植物园', '185万', '单价13100元/平米')
('https://image1.ljcdn.com/130100-inspection/6069e561-7554-426b-9a36-ca49ecc6e91a.jpg.296x216.jpg', '水岸美景 3室2厅 165万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '165万', '单价12398元/平米')
('', '永兴花园 2室2厅 150万', '永兴花园  ', '低楼层(共7层)板楼  -  鹿泉市', '150万', '单价13393元/平米')
('', '龙泉花园东区 2室2厅 105万', '龙泉花园东区  ', '中楼层(共32层)暂无数据  -  鹿泉市', '105万', '单价10000元/平米')
('https://image1.ljcdn.com/130100-inspection/2a332d7d-2118-4440-89ce-4847318162ba.jpg.296x216.jpg', '龙泉花园，两室，随时看房，业主诚心想卖。', '龙泉花园东区  ', '低楼层(共33层)板塔结合  -  鹿泉市', '120万', '单价9326元/平米')
('', '静心园 2室1厅 130万', '静心园  ', '低楼层(共6层)板楼  -  鹿泉市', '130万', '单价16250元/平米')
('https://image1.ljcdn.com/130100-inspection/536eba69-bf11-4d41-808f-422c8808aa36.jpg.296x216.jpg', '电梯洋房，中间楼层，南北通透，业主诚心出售，', '拾里洋房  ', '中楼层(共11层)板楼  -  鹿泉市', '110万', '单价12096元/平米')
('https://image1.ljcdn.com/130100-inspection/8286e9c9-e748-459b-ab91-8b9fb26b5c65.jpg.296x216.jpg', '龙泉花园东区 2室2厅 100万', '龙泉花园东区  ', '高楼层(共33层)板塔结合  -  鹿泉市', '100万', '单价9121元/平米')
('', '静心园 3室1厅 125万', '静心园  ', '中楼层(共6层)板楼  -  鹿泉市', '125万', '单价12255元/平米')
('', '水岸美景 1室0厅 65万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '65万', '单价14180元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload78607919-c36b-4dd7-b4df-a6c73c042db8.jpg.296x216.jpg', '安联青年城高层大三室出售，视野好', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '178万', '单价14218元/平米')
('', '永兴花园 3室2厅 170万', '永兴花园  ', '中楼层(共7层)板楼  -  鹿泉市', '170万', '单价12879元/平米')
('', '位于鹿泉区，，上山间双拼别墅，看房方便', '亿城上山间  ', '3层暂无数据  -  鹿泉市', '400万', '单价10287元/平米')
('https://image1.ljcdn.com/130100-inspection/b9adb12f-b1ac-4d37-907a-b958b2612616.jpg.296x216.jpg', '秀水名邸 南北通透三居室 精装修 看房方便', '秀水名邸  ', '低楼层(共18层)板楼  -  植物园', '200万', '单价14770元/平米')
('', '西山庭院 2室2厅 130万', '西山庭院  ', '低楼层(共27层)暂无数据  -  鹿泉市', '130万', '单价14526元/平米')
('', '丽锦园 2室2厅 120万', '丽锦园  ', '未知(共0层)板楼  -  鹿泉市', '120万', '单价11980元/平米')
('', '恒大金碧天下别墅品质住宅，风景秀美，精致生活', '恒大金碧天下  ', '低楼层(共3层)板楼  -  鹿泉市', '560万', '单价19562元/平米')
('https://image1.ljcdn.com/130100-inspection/e7900644-ddb3-4efe-a36d-6e8a32b59c40.JPG.296x216.jpg', '滨湖颐园 3室2厅 130万', '滨湖颐园  ', '未知(共0层)暂无数据  -  鹿泉市', '130万', '单价10237元/平米')
('', '瑞泰澜庭 2室2厅 116万', '瑞泰澜庭  ', '高楼层(共26层)板楼  -  鹿泉市', '116万', '单价13252元/平米')
('', '苏园 3室2厅 170万', '苏园  ', '未知(共0层)暂无数据  -  鹿泉市', '170万', '单价12057元/平米')
('', '鹿泉朗润园，交通方便，小区环境，价格低还可谈急售。', '朗润园  ', '高楼层(共6层)板楼  -  鹿泉市', '160万', '单价12687元/平米')
('https://image1.ljcdn.com/130100-inspection/a2a03c70-7fef-4e2a-b4dd-adc6ef0899d9.jpg.296x216.jpg', '海龙湾 2室2厅 130万', '海龙湾  ', '高楼层(共27层)板楼  -  宫家庄', '130万', '单价11927元/平米')
('', '龙泉花园西区 2室2厅 138万', '龙泉花园西区  ', '中楼层(共7层)暂无数据  -  鹿泉市', '138万', '单价13032元/平米')
('', '永兴花园 1室1厅 110万', '永兴花园  ', '未知(共0层)暂无数据  -  鹿泉市', '110万', '单价14781元/平米')
('', 'lianjia 安联青年城经典一室一厅中高楼层', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '84万', '单价16130元/平米')
('https://image1.ljcdn.com/130100-inspection/3cd1eea5-a7ab-491d-b709-5a35ed9b16fe.JPG.296x216.jpg', '面积大，单价低，首付少，没双税，9楼楼层佳，房龄新', '龙泉花园东区  ', '低楼层(共33层)板塔结合  -  鹿泉市', '116万', '单价11154元/平米')
('', '昌达丽景园 4室2厅 180万', '昌达丽景园  ', '高楼层(共6层)板楼  -  鹿泉市', '180万', '单价10885元/平米')
('', '丽锦园 3室2厅 180万', '丽锦园  ', '未知(共0层)板楼  -  鹿泉市', '180万', '单价13044元/平米')
('', '城果 3室2厅 110万', '城果  ', '高楼层(共7层)板楼  -  鹿泉市', '110万', '单价11105元/平米')
('https://image1.ljcdn.com/130100-inspection/49cafd3b-3428-47bf-afe8-aea292a05014.jpg.296x216.jpg', '房主换房急售 价格能商量 南北通透 通厅通卧', '安联青年城  ', '低楼层(共29层)板楼  -  宫家庄', '178万', '单价14223元/平米')
('', '恒大金碧天下 4室3厅 950万', '恒大金碧天下  ', '低楼层(共3层)板楼  -  鹿泉市', '950万', '单价18411元/平米')
('', '永壁六院宿舍 2室1厅 98万', '永壁六院宿舍  ', '未知(共0层)暂无数据  -  鹿泉市', '98万', '单价11808元/平米')
('', '果岭湾 3室2厅 165万', '果岭湾  ', '中楼层(共33层)板楼  -  鹿泉市', '165万', '单价12094元/平米')
('https://image1.ljcdn.com/130100-inspection/432aa469-0f95-4ca2-a01b-b8a0d20642e3.JPG.296x216.jpg', '丽秀园 2室2厅 130万', '丽秀园  ', '中楼层(共6层)板楼  -  鹿泉市', '130万', '单价12127元/平米')
('', '安联青年城 2室2厅 135万', '安联青年城  ', '低楼层(共29层)板楼  -  宫家庄', '135万', '单价15698元/平米')
('', '亿城上山间 5室3厅 480万', '亿城上山间  ', '3层暂无数据  -  鹿泉市', '480万', '单价14355元/平米')
('', '西山宾馆家属院 2室2厅 117万', '西山宾馆家属院  ', '高楼层(共6层)暂无数据  -  鹿泉市', '117万', '单价12240元/平米')
('https://image1.ljcdn.com/130100-inspection/4e370ea6-ac92-4b65-b114-ab47a5166e21.jpg.296x216.jpg', '龙泉花园 满二年 一层大两居户型', '龙泉花园西区  ', '低楼层(共6层)板楼  -  鹿泉市', '330万', '单价18879元/平米')
('', '秀水名邸 2室2厅 168万', '秀水名邸  ', '中楼层(共12层)板楼  -  植物园', '168万', '单价13771元/平米')
('', '龙洲新城 2室2厅 86万', '龙洲新城  ', '中楼层(共27层)暂无数据  -  鹿泉市', '86万', '单价8941元/平米')
('', '富丽花园富兴苑 3室2厅 160万', '富丽花园富兴苑  ', '高楼层(共6层)板楼  -  鹿泉市', '160万', '单价13009元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload0286d480-1f24-4c20-b5d5-6270c49043ee.jpg.296x216.jpg', 'Lian jia.房源永兴花园 大三室交通便捷 总价低还可谈', '永兴花园  ', '低楼层(共7层)板楼  -  鹿泉市', '175万', '单价13195元/平米')
('', '龙洲新城 2室2厅 95万', '龙洲新城  ', '低楼层(共26层)板楼  -  鹿泉市', '95万', '单价9819元/平米')
('', '神奇庭院 2室2厅 126万', '神奇庭院  ', '中楼层(共7层)暂无数据  -  鹿泉市', '126万', '单价13405元/平米')
('', '安联青年城 3室2厅 175万', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '175万', '单价13947元/平米')
('', '龙泉花园东区 3室2厅 120万', '龙泉花园东区  ', '中楼层(共32层)板楼  -  鹿泉市', '120万', '单价9157元/平米')
('', '龙泉花园东区 3室2厅 170万', '龙泉花园东区  ', '高楼层(共7层)板楼  -  鹿泉市', '170万', '单价10898元/平米')
('', '宏扬香木林 满两年 上庄附近 两居室精装修', '香木林小区  ', '高楼层(共26层)板楼  -  鹿泉市', '130万', '单价14045元/平米')
('', '龙泉花园东区 2室2厅 110万', '龙泉花园东区  ', '低楼层(共32层)暂无数据  -  鹿泉市', '110万', '单价10577元/平米')
('', '苏园 3室2厅 220万', '苏园  ', '低楼层(共7层)板楼  -  鹿泉市', '220万', '单价16160元/平米')
('', '精装两室两厅，满五唯一含地下室和车位诚心出售', '瑞泰澜庭  ', '中楼层(共26层)板楼  -  鹿泉市', '160万', '单价14763元/平米')
('', '海龙湾 3室2厅 170万', '海龙湾  ', '高楼层(共27层)板楼  -  宫家庄', '170万', '单价12265元/平米')
('', '城果 2室2厅 120万', '城果  ', '中楼层(共7层)板楼  -  鹿泉市', '120万', '单价14744元/平米')
('', '单价1.1万，大复式！看房方便，毛坯房，有钥匙', '昌达丽景园  ', '高楼层(共6层)板楼  -  鹿泉市', '190万', '单价11124元/平米')
('', '安联青年城 3室2厅 195万', '安联青年城  ', '中楼层(共29层)板楼  -  宫家庄', '195万', '单价15355元/平米')
('', '安联青年城 2室2厅 135万', '安联青年城  ', '中楼层(共29层)板楼  -  宫家庄', '135万', '单价16875元/平米')
('', '香堤小郡 2室2厅 95万', '香堤小郡  ', '中楼层(共7层)暂无数据  -  鹿泉市', '95万', '单价11824元/平米')
('', '海龙湾 2室2厅 130万', '海龙湾  ', '低楼层(共27层)暂无数据  -  宫家庄', '130万', '单价13000元/平米')
('', '水岸美景 3室2厅 160万', '水岸美景  ', '中楼层(共27层)板楼  -  鹿泉市', '160万', '单价13115元/平米')
('', '鹿泉，果岭湾，正规 一居室，西南朝向，满二年诚心卖', '果岭湾  ', '中楼层(共33层)板楼  -  鹿泉市', '75万', '单价11784元/平米')
('', '水岸美景 3室2厅 168万', '水岸美景  ', '低楼层(共27层)板楼  -  鹿泉市', '168万', '单价12353元/平米')
('', '西山宾馆家属院 3室2厅 160万', '西山宾馆家属院  ', '中楼层(共6层)暂无数据  -  鹿泉市', '160万', '单价12800元/平米')
('', 'lianjia.房源.水岸美景.一居室', '水岸美景  ', '低楼层(共27层)板楼  -  鹿泉市', '70万', '单价14894元/平米')
('', '安联青年城 3室2厅 190万', '安联青年城  ', '高楼层(共29层)板楼  -  宫家庄', '190万', '单价15080元/平米')
('', '拾里洋房 2室1厅 93万', '拾里洋房  ', '低楼层(共11层)暂无数据  -  鹿泉市', '93万', '单价11440元/平米')
('', '联碱厂宿舍 2室1厅 122万', '联碱厂宿舍  ', '中楼层(共5层)板楼  -  鹿泉市', '122万', '单价15414元/平米')
('', '拾里洋房 3室2厅 170万', '拾里洋房  ', '中楼层(共11层)板楼  -  鹿泉市', '170万', '单价14050元/平米')
('', '好景园 2室1厅 100万', '好景园  ', '低楼层(共5层)暂无数据  -  宫家庄', '100万', '单价14085元/平米')
('', '果岭湾 1室1厅 64万', '果岭湾  ', '高楼层(共33层)暂无数据  -  鹿泉市', '64万', '单价10000元/平米')
('', '海龙湾 3室2厅 170万', '海龙湾  ', '中楼层(共27层)板楼  -  宫家庄', '170万', '单价12213元/平米')
('', '好景园 2室1厅 105万', '好景园  ', '低楼层(共5层)暂无数据  -  宫家庄', '105万', '单价16242元/平米')
('', '柠檬小镇 3室2厅 135万', '柠檬小镇  ', '高楼层(共12层)暂无数据  -  鹿泉市', '135万', '单价13637元/平米')
('', '拾里洋房 2室1厅 110万', '拾里洋房  ', '中楼层(共11层)板楼  -  鹿泉市', '110万', '单价13287元/平米')
('', '拾里洋房 2室1厅 105万', '拾里洋房  ', '低楼层(共10层)板楼  -  鹿泉市', '105万', '单价12335元/平米')
('', '拾里洋房 2室2厅 98万', '拾里洋房  ', '中楼层(共11层)板楼  -  鹿泉市', '98万', '单价11265元/平米')
('', '香堤小郡 3室2厅 130万', '香堤小郡  ', '中楼层(共7层)暂无数据  -  鹿泉市', '130万', '单价11927元/平米')
('', '尹泰华府 3室2厅 160万', '尹泰华府  ', '高楼层(共12层)板楼  -  宫家庄', '160万', '单价15246元/平米')
('', '鹿锦苑 2室2厅 145万', '鹿锦苑  ', '中楼层(共20层)板楼  -  鹿泉市', '145万', '单价14903元/平米')
('', '龙泉花园东区 2室2厅 90万', '龙泉花园东区  ', '高楼层(共32层)暂无数据  -  鹿泉市', '90万', '单价8824元/平米')
('', '尹泰华府 3室2厅 128万', '尹泰华府  ', '低楼层(共12层)板楼  -  宫家庄', '128万', '单价15059元/平米')
('', '好景园 2室2厅 140万', '好景园  ', '高楼层(共6层)板楼  -  宫家庄', '140万', '单价14256元/平米')
('', '安联青年城 3室2厅 175万', '安联青年城  ', '中楼层(共29层)板楼  -  宫家庄', '175万', '单价14781元/平米')
('', '瑞泰澜庭 3室2厅 120万', '瑞泰澜庭  ', '高楼层(共26层)板楼  -  鹿泉市', '120万', '单价11010元/平米')
('', '神奇庭院 2室2厅 105万', '神奇庭院  ', '中楼层(共7层)暂无数据  -  鹿泉市', '105万', '单价11171元/平米')
('', '朗润园 3室2厅 142万', '朗润园  ', '中楼层(共6层)暂无数据  -  鹿泉市', '142万', '单价11129元/平米')
('', '神奇庭院 2室2厅 110万', '神奇庭院  ', '高楼层(共7层)暂无数据  -  鹿泉市', '110万', '单价11731元/平米')
('', '海龙湾 2室2厅 135万', '海龙湾  ', '高楼层(共27层)暂无数据  -  宫家庄', '135万', '单价13506元/平米')
('', '水岸美景 2室2厅 105万', '水岸美景  ', '高楼层(共6层)暂无数据  -  鹿泉市', '105万', '单价11495元/平米')
('', '苏园 2室2厅 140万', '苏园  ', '低楼层(共7层)板楼  -  鹿泉市', '140万', '单价13462元/平米')
('', '水岸美景 3室2厅 160万', '水岸美景  ', '高楼层(共27层)板楼  -  鹿泉市', '160万', '单价13115元/平米')
('', '水岸美景 3室2厅 150万', '水岸美景  ', '低楼层(共27层)板楼  -  鹿泉市', '150万', '单价12296元/平米')
('', '大者 4室6厅 730万', '大者  ', '3层板楼  -  鹿泉市', '730万', '单价13316元/平米')
('', '果岭湾 3室2厅 150万', '果岭湾  ', '低楼层(共33层)板楼  -  鹿泉市', '150万', '单价10870元/平米')
('https://image1.ljcdn.com/130100-inspection/65cde939-8f60-4f93-80c9-01c2193ca7b2.JPG.296x216.jpg', '龙海南苑 2室2厅 85万', '龙海南苑  ', '高楼层(共32层)暂无数据  -  鹿泉市', '85万', '单价10022元/平米')
('', '永兴花园 3室2厅 152万', '永兴花园  ', '中楼层(共7层)板楼  -  鹿泉市', '152万', '单价13334元/平米')
('https://image1.ljcdn.com/130100-inspection/992f903b-5b2a-4f77-80f8-e4c10900de87.jpg.296x216.jpg', '满两年 户型方正 交通便利 中高楼层 视野广阔', '龙泉花园东区  ', '中楼层(共33层)板塔结合  -  鹿泉市', '112万', '单价9794元/平米')
('', '朗润园 3室2厅 199万', '朗润园  ', '低楼层(共6层)暂无数据  -  鹿泉市', '199万', '单价11078元/平米')
('', '三室两厅，业主诚心出售，是7层，顶层', '龙泉花园东区  ', '高楼层(共7层)板楼  -  鹿泉市', '146万', '单价9407元/平米')
('', '果岭湾 3室2厅 165万', '果岭湾  ', '高楼层(共33层)板楼  -  鹿泉市', '165万', '单价12094元/平米')
('', '3514生活小区 2室2厅 134.62万', '3514生活小区  ', '低楼层(共6层)板楼  -  鹿泉市', '134.7万', '单价14501元/平米')
('', '果岭湾 3室2厅 170万', '果岭湾  ', '中楼层(共14层)板楼  -  鹿泉市', '170万', '单价12319元/平米')
('', '西城公馆 2室2厅 134万', '西城公馆  ', '高楼层(共26层)板塔结合  -  鹿泉市', '134万', '单价12524元/平米')
('', '龙泉花园东区 2室2厅 115万', '龙泉花园东区  ', '中楼层(共12层)暂无数据  -  鹿泉市', '115万', '单价11342元/平米')
('', '果岭湾 4室2厅 290万', '果岭湾  ', '高楼层(共33层)板塔结合  -  鹿泉市', '290万', '单价12394元/平米')
('', '西山庭院 2室2厅 115万', '西山庭院  ', '中楼层(共27层)暂无数据  -  鹿泉市', '115万', '单价12821元/平米')
('', '西山绿岛 2室2厅 130万', '西山绿岛  ', '低楼层(共27层)板楼  -  鹿泉市', '130万', '单价12746元/平米')
('', '西山宾馆家属院 1室1厅 95万', '西山宾馆家属院  ', '高楼层(共5层)暂无数据  -  鹿泉市', '95万', '单价11510元/平米')
('', '西城公馆 1室1厅 49万', '西城公馆  ', '中楼层(共26层)板塔结合  -  鹿泉市', '49万', '单价12565元/平米')
('', '龙海新区 3室2厅 135万', '龙海新区  ', '中楼层(共18层)暂无数据  -  鹿泉市', '135万', '单价9184元/平米')
('', '龙泉花园西区 2室1厅 118万', '龙泉花园西区  ', '中楼层(共7层)板楼  -  鹿泉市', '118万', '单价14217元/平米')
('', '西山庭院 4室2厅 280万', '西山庭院  ', '低楼层(共5层)暂无数据  -  鹿泉市', '280万', '单价13650元/平米')
('', '水岸美景 1室1厅 60万', '水岸美景  ', '高楼层(共27层)板楼  -  鹿泉市', '60万', '单价12766元/平米')
('', '瑞泰澜庭 3室2厅 150万', '瑞泰澜庭  ', '高楼层(共18层)板楼  -  鹿泉市', '150万', '单价12500元/平米')
