('https://image1.ljcdn.com/320500-inspection/test-aba98dd5-ce89-47a1-93b6-e94635269f8e.png.296x216.jpg', '伟业迎春世家 2室2厅 169万', '伟业迎春世家  | 2室2厅 | 93.87平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2013年建板楼  -  太湖新城（吴江）', '169万', '单价18004元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fe3c4562-f27d-479b-99a2-da04647189a5.png.296x216.jpg', '伟业迎春华府 2室2厅 150万', '伟业迎春华府  | 2室2厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  太湖新城（吴江）', '150万', '单价16854元/平米')
('https://image1.ljcdn.com/320500-inspection/450e516e-935e-4dc3-ab43-5c95a5312393.jpg.296x216.jpg', '新湖明珠城米兰苑 3室2厅 225万', '新湖明珠城米兰苑  | 3室2厅 | 121.3平米 | 南 | 精装', '高楼层(共6层)板楼  -  太湖新城（吴江）', '225万', '单价18550元/平米')
('https://image1.ljcdn.com/320500-inspection/252684ef-550f-4828-8141-778d2643eabb.jpg.296x216.jpg', '新湖明珠城望湖苑 2室2厅 163万', '新湖明珠城望湖苑  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2016年建板楼  -  太湖新城（吴江）', '163万', '单价18315元/平米')
('', '苏高新地产天城花园 3室2厅 208万', '苏高新地产天城花园  | 3室2厅 | 139.77平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2015年建板塔结合  -  松陵', '208万', '单价14882元/平米')
('', '景瑞东环之歌 3室2厅 142万', '景瑞东环之歌  | 3室2厅 | 86平米 | 南 | 其他 | 有电梯', '高楼层(共21层)2018年建板楼  -  松陵', '142万', '单价16512元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2652f3c2-33f1-4378-8926-235af7551e25.png.296x216.jpg', '万科碧桂园 4室2厅 173万', '万科碧桂园  | 4室2厅 | 90.89平米 | 南 | 毛坯 | 有电梯', '高楼层(共34层)2018年建板塔结合  -  太湖新城（吴江）', '173万', '单价19034元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a6f020d2-3576-4ff0-894b-70ae1fc5229c.png.296x216.jpg', '伟业迎春世家 3室2厅 190万', '伟业迎春世家  | 3室2厅 | 98.41平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2015年建板楼  -  太湖新城（吴江）', '190万', '单价19307元/平米')
('', '湖滨华城祥瑞苑 3室2厅 186万', '湖滨华城祥瑞苑  | 3室2厅 | 138平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2012年建板楼  -  松陵', '186万', '单价13479元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0b4c5345-4f2a-407e-a7b9-9115d3e42c1d.png.296x216.jpg', '新城招商香溪源 3室2厅 218万', '新城招商香溪源  | 3室2厅 | 108平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2019年建板塔结合  -  太湖新城（吴江）', '218万', '单价20186元/平米')
('', '伟业迎春丽家 2室2厅 133万', '伟业迎春丽家  | 2室2厅 | 80.8平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  太湖新城（吴江）', '133万', '单价16461元/平米')
('https://image1.ljcdn.com/320500-inspection/test-406d8b83-79d4-4753-87e5-7caabe35e590.png.296x216.jpg', '中房颐园 4室2厅 298万', '中房颐园  | 4室2厅 | 143平米 | 南 | 其他 | 有电梯', '低楼层(共18层)板塔结合  -  太湖新城（吴江）', '298万', '单价20840元/平米')
('https://image1.ljcdn.com/320500-inspection/test-05ce11ea-4879-419b-bd5d-a26c7a0d594a.png.296x216.jpg', '苏高新地产天城花园 4室2厅 225万', '苏高新地产天城花园  | 4室2厅 | 141平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2015年建板塔结合  -  松陵', '225万', '单价15958元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c805cb56-25a4-4812-94c8-a81416e85e59.png.296x216.jpg', '梅石小区 3室2厅 165万', '梅石小区  | 3室2厅 | 97平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2006年建板楼  -  松陵', '165万', '单价17011元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b66a26c5-a9b1-4c40-9be5-028f111efb9f.png.296x216.jpg', '新城红树湾 3室2厅 169万', '新城红树湾  | 3室2厅 | 87.5平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '169万', '单价19315元/平米')
('', '格林悦城花园 2室1厅 128万', '格林悦城花园  | 2室1厅 | 79平米 | 南 北 | 精装 | 有电梯', '中楼层(共6层)2014年建板楼  -  松陵', '128万', '单价16203元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4932d412-18f3-4906-8167-533d94169e4c.png.296x216.jpg', '新湖明珠城紫桂苑 4室2厅 294万', '新湖明珠城紫桂苑  | 4室2厅 | 170平米 | 南 | 毛坯', '低楼层(共17层)暂无数据  -  太湖新城（吴江）', '294万', '单价17295元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e0d70a24-38de-47b0-8085-85e174e4af46.png.296x216.jpg', '吴江新城吾悦广场 1室1厅 35万', '吴江新城吾悦广场  | 1室1厅 | 39平米 | 西北 | 其他 | 有电梯', '高楼层(共24层)板楼  -  太湖新城（吴江）', '35万', '单价8975元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ba5dd121-81a1-48cc-b186-842fb21ab688.png.296x216.jpg', '新城红树湾 3室2厅 164万', '新城红树湾  | 3室2厅 | 88.31平米 | 南 | 毛坯 | 有电梯', '高楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '164万', '单价18571元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c39cce99-cc44-4017-b3b3-97373d816983.png.296x216.jpg', '首开太湖一号 高楼层 视野宽阔 采光通风好 纯毛坯四房', '首开玖珑花园  | 4室2厅 | 147平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共32层)2016年建板楼  -  太湖新城（吴江）', '300万', '单价20409元/平米')
('', '万科碧桂园 4室2厅 210万', '万科碧桂园  | 4室2厅 | 95平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2018年建板塔结合  -  太湖新城（吴江）', '210万', '单价22106元/平米')
('https://image1.ljcdn.com/320500-inspection/test-edf6a771-cc9f-4f2c-ae35-3eb5bad274e2.png.296x216.jpg', '吴越尚院 3室2厅 276万', '吴越尚院  | 3室2厅 | 149.54平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2000年建板楼  -  太湖新城（吴江）', '276万', '单价18457元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d7746a26-6067-4559-bb27-5f01b07c1446.png.296x216.jpg', '华润凯旋门 4室2厅 261万', '华润凯旋门  | 4室2厅 | 143平米 | 南 北 | 其他 | 有电梯', '中楼层(共34层)2017年建板楼  -  太湖新城（吴江）', '261万', '单价18252元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b64b73a2-b4d5-4b6d-9c34-565a12d30ab5.png.296x216.jpg', '苏州湾景苑 4室2厅 520万', '苏州湾景苑  | 4室2厅 | 221平米 | 南 北 | 其他 | 有电梯', '中楼层(共37层)板楼  -  太湖新城（吴江）', '520万', '单价23530元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171126/dae33678-e6f2-4cc2-843e-1dda24a41b1a.jpg.296x216.jpg', '新城红树湾 3室2厅 175万', '新城红树湾  | 3室2厅 | 86平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '175万', '单价20349元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5bd21da6-6449-413b-a4f4-b23c7b992b38.png.296x216.jpg', '伟业迎春华府 4室2厅 230万', '伟业迎春华府  | 4室2厅 | 128平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2012年建板楼  -  太湖新城（吴江）', '230万', '单价17969元/平米')
('https://image1.ljcdn.com/320500-inspection/test-47c131fa-38f2-4bdf-92bc-dd855b475819.png.296x216.jpg', '首开玖珑花园 3室2厅 245万', '首开玖珑花园  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2016年建板楼  -  太湖新城（吴江）', '245万', '单价21682元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8a802c12-45a5-4fe4-a840-a7b3c981577f.png.296x216.jpg', '新湖明珠城望湖苑 3室2厅 227万', '新湖明珠城望湖苑  | 3室2厅 | 118.15平米 | 南 | 精装 | 有电梯', '高楼层(共23层)2016年建板楼  -  太湖新城（吴江）', '227万', '单价19213元/平米')
('https://image1.ljcdn.com/320500-inspection/test-01a1e76a-05ad-4274-be71-d9ad7bcafe1b.png.296x216.jpg', '亨通长安府 4室2厅 245万', '亨通长安府  | 4室2厅 | 142.88平米 | 南 | 其他', '低楼层(共29层)暂无数据  -  松陵', '245万', '单价17148元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/56a92bcc-8f1f-40f0-9a6a-677b1454e980.png.280x210.jpg', '新城红树湾 4室2厅 235万', '新城红树湾  | 4室2厅 | 137.22平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2016年建板塔结合  -  太湖新城（吴江）', '235万', '单价17126元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6e013bfd-3f4e-4d9a-a736-6c90b1c8a8c3.png.296x216.jpg', '伟业迎春乐家 2室2厅 145万', '伟业迎春乐家  | 2室2厅 | 83平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2016年建板楼  -  太湖新城（吴江）', '145万', '单价17470元/平米')
('https://image1.ljcdn.com/320500-inspection/test-33a9d91e-9a57-4acc-bff6-bd7b27f45d33.png.296x216.jpg', '苏州湾景苑 4室2厅 360万', '苏州湾景苑  | 4室2厅 | 178平米 | 南 | 其他 | 有电梯', '低楼层(共31层)板塔结合  -  太湖新城（吴江）', '360万', '单价20225元/平米')
('', '伟业迎春丽家 3室2厅 143万', '伟业迎春丽家  | 3室2厅 | 89.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  太湖新城（吴江）', '143万', '单价15978元/平米')
('https://image1.ljcdn.com/320500-inspection/test-34032584-27f8-4fbb-87d1-762b00382ad1.png.296x216.jpg', '新城红树湾 3室2厅 170万', '新城红树湾  | 3室2厅 | 86平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '170万', '单价19768元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161207/a186c2a5-7c49-4e71-abb6-75d850a3d467.jpg.296x216.jpg', '伟业迎春华府 1室1厅 74万', '伟业迎春华府  | 1室1厅 | 40平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  太湖新城（吴江）', '74万', '单价18500元/平米')
('', '伟业迎春丽家 3室2厅 164万', '伟业迎春丽家  | 3室2厅 | 100平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共12层)2015年建板楼  -  太湖新城（吴江）', '164万', '单价16400元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5e3f0d22-5fa2-423f-8d2a-49f21240d025.png.296x216.jpg', '伟业迎春世家 2室2厅 128万', '伟业迎春世家  | 2室2厅 | 82.5平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  太湖新城（吴江）', '128万', '单价15516元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170724/08c40cb5-ea5a-4d36-b520-f9bd7f24532f.jpg.296x216.jpg', '亨通长安府 4室2厅 220万', '亨通长安府  | 4室2厅 | 143平米 | 南 | 毛坯 | 有电梯', '高楼层(共21层)板塔结合  -  松陵', '220万', '单价15385元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6c0a7985-5645-48a9-9cff-a0d092b24f4a.png.280x210.jpg', '新城红树湾 2室2厅 143万', '新城红树湾  | 2室2厅 | 77平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '143万', '单价18572元/平米')
('https://image1.ljcdn.com/320500-inspection/test-999dd141-429d-4261-8fe3-7df82edab69f.png.296x216.jpg', '伟业迎春世家 2室2厅 150万', '伟业迎春世家  | 2室2厅 | 87.62平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2015年建板楼  -  太湖新城（吴江）', '150万', '单价17120元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c966b7fc-d8fe-48ae-b6b7-bf39b4827afd.png.296x216.jpg', '吾悦广场精装公寓 带家具家电 拎包入住', '吴江新城吾悦广场  | 1室1厅 | 38.06平米 | 东 | 其他 | 有电梯', '中楼层(共16层)板楼  -  太湖新城（吴江）', '38万', '单价9985元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0be5b287-17b2-4820-a477-392a50caba59.png.296x216.jpg', '伟业迎春乐家 2室2厅 132万', '伟业迎春乐家  | 2室2厅 | 71.4平米 | 南 | 精装 | 无电梯', '中楼层(共18层)2016年建板楼  -  太湖新城（吴江）', '132万', '单价18488元/平米')
('', '云玺湖滨商务广场 3室2厅 513万', '云玺湖滨商务广场  | 3室2厅 | 212.23平米 | 南 北 | 其他', '中楼层(共26层)暂无数据  -  太湖新城（吴江）', '513万', '单价24172元/平米')
('https://image1.ljcdn.com/320500-inspection/test-db1e0f63-1080-4e91-8e1a-cdbc876352de.png.296x216.jpg', '中房颐园 3室2厅 270万', '中房颐园  | 3室2厅 | 129.56平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)板楼  -  太湖新城（吴江）', '270万', '单价20840元/平米')
('https://image1.ljcdn.com/320500-inspection/test-534518a1-221b-4b82-9559-5ecaf5e64fe5.png.296x216.jpg', '伟业迎春乐家 3室2厅 206万', '伟业迎春乐家  | 3室2厅 | 108平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2016年建板楼  -  太湖新城（吴江）', '206万', '单价19075元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2e9bc9bd-f155-4be6-88ff-6e34bb40b9ab.png.296x216.jpg', '丽湾国际 3室2厅 202万', '丽湾国际  | 3室2厅 | 138平米 | 南 北 | 简装 | 有电梯', '高楼层(共25层)2008年建板楼  -  太湖新城（吴江）', '202万', '单价14638元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/20e8a6c6-957b-46ba-a01c-b6a1d385d997.png.280x210.jpg', '新城红树湾 3室2厅 165万', '新城红树湾  | 3室2厅 | 85平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '165万', '单价19412元/平米')
('https://image1.ljcdn.com/320500-inspection/test-99efcda4-725b-4b79-9bc0-8bb499fc6df6.png.296x216.jpg', '首开玖珑花园 3室2厅 176万', '首开玖珑花园  | 3室2厅 | 94.02平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2016年建板塔结合  -  太湖新城（吴江）', '176万', '单价18720元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c6ca4836-4cae-4731-86f6-352d2adc7bbc.png.296x216.jpg', '吴越尚院 3室2厅 215万', '吴越尚院  | 3室2厅 | 120平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  太湖新城（吴江）', '215万', '单价17917元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e092c6fa-33ba-4500-b485-eeb84fbcd2c7.png.296x216.jpg', '伟业迎春华府 3室2厅 156万', '伟业迎春华府  | 3室2厅 | 87平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  太湖新城（吴江）', '156万', '单价17932元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/39df3d03-f90f-4b1d-b787-b87c6d1c23f0.png.280x210.jpg', '新城红树湾 2室2厅 150万', '新城红树湾  | 2室2厅 | 75.92平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  太湖新城（吴江）', '150万', '单价19758元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4896240c-0d1c-4ffb-a5fe-e3fd82b378e2.png.280x210.jpg', '伟业迎春华府 4室2厅 180万', '伟业迎春华府  | 4室2厅 | 129平米 | 南 | 毛坯 | 有电梯', '低楼层(共18层)2013年建板楼  -  太湖新城（吴江）', '180万', '单价13954元/平米')
('https://image1.ljcdn.com/320500-inspection/test-581115d3-1fcd-4b43-aa91-4ea39214d184.png.296x216.jpg', '朗诗太湖绿郡 4室2厅 325万', '朗诗太湖绿郡  | 4室2厅 | 142平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2016年建板楼  -  松陵', '325万', '单价22888元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bebc9864-7687-4a57-95a5-bbc7cead231a.png.296x216.jpg', '新城红树湾 3室2厅 185万', '新城红树湾  | 3室2厅 | 90.32平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2016年建板塔结合  -  太湖新城（吴江）', '185万', '单价20483元/平米')
('https://image1.ljcdn.com/320500-inspection/test-34e5e60b-5700-4d4c-bb08-0764980cf6c3.png.296x216.jpg', '伟业迎春乐家 2室2厅 150万', '伟业迎春乐家  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2015年建板楼  -  太湖新城（吴江）', '150万', '单价17046元/平米')
('', '湖滨华城幸福苑 1室1厅 90万', '湖滨华城幸福苑  | 1室1厅 | 58.88平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  松陵', '90万', '单价15286元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b0290564-5abe-44ab-b580-a320a91624ab.png.280x210.jpg', '伟业迎春华府 4室2厅 208万', '伟业迎春华府  | 4室2厅 | 129.95平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2012年建板楼  -  太湖新城（吴江）', '208万', '单价16007元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170715/d56f8a13-906b-4cbd-a411-8706248e9536.jpg.296x216.jpg', '伟业迎春乐家 3室2厅 164万', '伟业迎春乐家  | 3室2厅 | 95平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共18层)2016年建板楼  -  太湖新城（吴江）', '164万', '单价17264元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6438cafd-9aed-4cd1-9d10-29158c9aed39.png.296x216.jpg', '伟业迎春乐家 2室2厅 134万', '伟业迎春乐家  | 2室2厅 | 71.2平米 | 南 | 精装 | 无电梯', '高楼层(共18层)2016年建板楼  -  太湖新城（吴江）', '134万', '单价18821元/平米')
('https://image1.ljcdn.com/320500-inspection/10e99aca-befb-48b8-9980-943889e8e7d9.jpg.296x216.jpg', '乐家 精装俩房 俩房朝南 采光好 诚心出售', '伟业迎春乐家  | 2室2厅 | 87.01平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2016年建板楼  -  太湖新城（吴江）', '145万', '单价16665元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6193c59a-b816-4472-862e-78f4c159d3b6.png.296x216.jpg', '苏州湾景苑 3室2厅 380万', '苏州湾景苑  | 3室2厅 | 188平米 | 南 | 其他 | 有电梯', '低楼层(共30层)板塔结合  -  太湖新城（吴江）', '380万', '单价20213元/平米')
('', '吴越祥院 3室2厅 360万', '吴越祥院  | 3室2厅 | 217平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共16层)2011年建板楼  -  太湖新城（吴江）', '360万', '单价16590元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5d675c04-05e9-4a9b-8707-6618087818ab.png.296x216.jpg', '吴江上海城 3室2厅 179万', '吴江上海城  | 3室2厅 | 133.8平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2000年建板楼  -  太湖新城（吴江）', '179万', '单价13379元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170214/a86abb5f-d9c7-4e27-824e-e2d089e9935b.jpg.296x216.jpg', '伟业迎春华府 4室2厅 225万', '伟业迎春华府  | 4室2厅 | 141.9平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共18层)2011年建板楼  -  太湖新城（吴江）', '225万', '单价15857元/平米')
('https://image1.ljcdn.com/320500-inspection/01c44cd0-9607-4fa8-bda8-8b19922fddc0.jpg.296x216.jpg', '新湖明珠城望湖苑 2室2厅 160万', '新湖明珠城望湖苑  | 2室2厅 | 90.64平米 | 南 | 简装 | 有电梯', '低楼层(共20层)2016年建板楼  -  太湖新城（吴江）', '160万', '单价17653元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6c0a7985-5645-48a9-9cff-a0d092b24f4a.png.280x210.jpg', '新城红树湾 2室2厅 138万', '新城红树湾  | 2室2厅 | 77平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2015年建板塔结合  -  太湖新城（吴江）', '138万', '单价17923元/平米')
('', '阳光嘉园 4室3厅 156万', '阳光嘉园  | 4室3厅 | 151平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  松陵', '156万', '单价10332元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170928/f04c91fe-c8ed-4a11-805c-a7d918d1f2b6.jpg.296x216.jpg', '伟业迎春世家 3室2厅 150万', '伟业迎春世家  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2015年建板楼  -  太湖新城（吴江）', '150万', '单价17046元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180109/f5effab5-9779-4b71-a1ae-ed5e13d9e32c.jpg.296x216.jpg', '丽湾国际 3室2厅 215万', '丽湾国际  | 3室2厅 | 141平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2008年建板楼  -  太湖新城（吴江）', '215万', '单价15249元/平米')
('https://image1.ljcdn.com/320500-inspection/test-802b6acf-ac0c-4953-bb9c-beec91ef4f41.png.296x216.jpg', '红树湾精装小三房，房东诚心出售，楼层高，视野开阔', '新城红树湾  | 3室2厅 | 85平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2016年建板塔结合  -  太湖新城（吴江）', '174万', '单价20471元/平米')
('https://image1.ljcdn.com/320500-inspection/b397c4ff-ae15-4968-b63e-63a5729c0aa3.jpg.296x216.jpg', '伟业迎春乐家 2室1厅 112万', '伟业迎春乐家  | 2室1厅 | 62.95平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2014年建板楼  -  太湖新城（吴江）', '112万', '单价17792元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e34e5381-0c90-40bd-b774-4d0b50f03ca1.png.296x216.jpg', '首开玖珑花园 4室2厅 320万', '首开玖珑花园  | 4室2厅 | 147平米 | 南 | 毛坯 | 有电梯', '高楼层(共32层)2016年建板楼  -  太湖新城（吴江）', '320万', '单价21769元/平米')
('https://image1.ljcdn.com/320500-inspection/91046fdc-921f-4435-a8e8-25b7d7fbb99b.jpg_620x10000q90g.jpg.296x216.jpg', '丽湾国际 5室2厅 305万', '丽湾国际  | 5室2厅 | 220平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共29层)2008年建板楼  -  太湖新城（吴江）', '305万', '单价13864元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5da87807-0c9b-4931-a592-a954a376f851.png.296x216.jpg', '阳光嘉园 2室2厅 126万', '阳光嘉园  | 2室2厅 | 87平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  松陵', '126万', '单价14483元/平米')
('https://image1.ljcdn.com/320500-inspection/2fae9b0d-c644-4eaa-953d-1aa4d85b43cf.jpg.296x216.jpg', '全屋地暖 中 央空调 精装三房 182万家具家电全留 可谈', '海亮长桥府  | 3室2厅 | 94.6平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2015年建板楼  -  太湖新城（吴江）', '182万', '单价19239元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bd194ae2-10b3-48af-82d3-95bd6f26631d.png.296x216.jpg', '新湖明珠城紫桂苑 2室2厅 160万', '新湖明珠城紫桂苑  | 2室2厅 | 87平米 | 南 | 毛坯 | 有电梯', '低楼层(共18层)2016年建板塔结合  -  太湖新城（吴江）', '160万', '单价18391元/平米')
('https://image1.ljcdn.com/320500-inspection/test-85a54616-134c-4d76-94b5-dfdb871eb677.png.296x216.jpg', '吴越尚院 4室2厅 300万', '吴越尚院  | 4室2厅 | 155平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2000年建板楼  -  太湖新城（吴江）', '300万', '单价19355元/平米')
('https://image1.ljcdn.com/320500-inspection/test-976584bb-bd4d-4d0f-8652-c9dab11e1bff.png.296x216.jpg', '蓝光天悦城 4室2厅 270万', '蓝光天悦城  | 4室2厅 | 118.41平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2018年建板楼  -  太湖新城（吴江）', '270万', '单价22803元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c9a5d66f-a318-4da8-991c-3a279834bd28.png.280x210.jpg', '伟业迎春华府 2室2厅 140万', '伟业迎春华府  | 2室2厅 | 83.5平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  太湖新城（吴江）', '140万', '单价16767元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9a79f7ef-c530-4099-9eca-26b93df7e1b0.png.296x216.jpg', '海亮长桥府 精装两房 现代简约风格', '海亮长桥府  | 2室2厅 | 85.2平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2015年建板塔结合  -  太湖新城（吴江）', '155万', '单价18193元/平米')
