('https://image1.ljcdn.com/442000-inspection/66a70cbf-311b-4fff-90d5-f61a88ee66dc.jpg.296x216.jpg', '简单装修 满五唯 一   电梯公寓', '星晨广场二期  ', '中楼层(共15层)2008年建塔楼  -  彩虹', '96万', '单价12200元/平米')
('https://image1.ljcdn.com/442000-inspection/4ce30714-4ddf-4f37-875f-a43cae242c66.jpg.296x216.jpg', '中山奥园 实用大四房 中高楼层 实用高', '奥园三期一区  ', '中楼层(共31层)2014年建板楼  -  广丰', '170万', '单价12409元/平米')
('https://image1.ljcdn.com/442000-inspection/47dfa148-2a9b-496c-95d4-8d874b6d858a.jpg.296x216.jpg', '奥园 毛坯三房两卫 南北通透户型', '奥园三期一区  ', '高楼层(共31层)板楼  -  广丰', '127.2万', '单价11000元/平米')
('https://image1.ljcdn.com/442000-inspection/c7685d57-a6d6-4fb4-a3bb-de9658d03150.jpg.296x216.jpg', '中山奥园 装修三房 东南向 不靠路 安静采光好 看别墅', '奥园二期五区  ', '中楼层(共27层)2012年建板楼  -  广丰', '160万', '单价13503元/平米')
('https://image1.ljcdn.com/442000-inspection/3740dbd6-474f-4662-9699-6897325937ef.jpg.296x216.jpg', '中山奥园 装修三房 南北对流 楼下就是公立小学', '奥园三期二区  ', '中楼层(共32层)2012年建板楼  -  广丰', '152.6万', '单价13500元/平米')
('https://image1.ljcdn.com/442000-inspection/596916c4-2a6d-466a-8fe9-d8033c7d277a.jpg.296x216.jpg', '雅居乐品牌 剑桥郡四房 业主诚意出售', '雅居乐剑桥郡  ', '中楼层(共32层)2015年建塔楼  -  铁城小学', '180万', '单价13741元/平米')
('https://image1.ljcdn.com/442000-inspection/732685d0-45be-4466-af36-5de3d16d372b.jpg.296x216.jpg', '西区奥园 三房毛坯南北对流 中高楼层', '奥园三期一区  ', '高楼层(共31层)板楼  -  广丰', '139万', '单价11983元/平米')
('https://image1.ljcdn.com/442000-inspection/fb9def82-4571-43db-8743-dee77248a3cc.jpg.296x216.jpg', '蓝波湾精装大三房，南北对流，楼层适宜。', '蓝波湾  ', '低楼层(共6层)2005年建塔楼  -  博爱一北', '121万', '单价9838元/平米')
('https://image1.ljcdn.com/442000-inspection/c36dcd4c-886e-47d3-9eae-8153114844c3.jpg.296x216.jpg', '亚洲广场 4室2厅 110万', '亚洲广场  ', '高楼层(共21层)塔楼  -  国际酒店', '110万', '单价7535元/平米')
('https://image1.ljcdn.com/442000-inspection/c45d67f5-b56a-4287-b92f-ad3fb2a36c7e.jpg.296x216.jpg', '柏景苑 三房两卫 精装修 无贷款 满五唯一 送家私电器', '柏景苑  ', '高楼层(共11层)2006年建板楼  -  天悦城', '132万', '单价13186元/平米')
('https://image1.ljcdn.com/442000-inspection/b8355599-648b-4d87-be81-add45c5a8f54.jpg.296x216.jpg', '楼王位置，业主换房带装修出售，家私家电保养良好，', '大信新家园二期  ', '中楼层(共11层)2011年建塔楼  -  彩虹', '155万', '单价13336元/平米')
('https://image1.ljcdn.com/442000-inspection/f0fd891c-b3ef-4c8a-bc32-6a6f48c9cc9c.jpg.296x216.jpg', '西区 翠景花园3期 华庭苑 2房加书房2卫带小花园', '翠景花园三期华庭苑  ', '低楼层(共7层)1997年建塔楼  -  天悦城', '101万', '单价10000元/平米')
('https://image1.ljcdn.com/442000-inspection/b35c42f2-5602-45f8-aae4-efd3e0840673.jpg.296x216.jpg', '剑桥郡新装四房，赠送面积实用，业主诚意出售', '剑桥郡花园五区睿爵  ', '中楼层(共40层)2015年建塔楼  -  铁城小学', '285万', '单价19074元/平米')
('https://image1.ljcdn.com/442000-inspection/23525d03-a8ae-4488-a826-73760e9f6c62.jpg.296x216.jpg', '西区奥园 南北对流 视野开阔 户型方正 采光好随时看房', '奥园三期一区  ', '高楼层(共29层)2014年建板楼  -  广丰', '135万', '单价11740元/平米')
('https://image1.ljcdn.com/442000-inspection/6471a4df-9aa5-4689-ae61-514d7380d153.jpg.296x216.jpg', '翠景花园三期华庭苑 3室2厅 119万', '翠景花园三期华庭苑  ', '低楼层(共7层)1997年建塔楼  -  天悦城', '119万', '单价10439元/平米')
('https://image1.ljcdn.com/442000-inspection/b0da6f0f-b695-4643-ba67-5eeaa3c19b39.jpg.296x216.jpg', '奥园三期二区 3室2厅 160万', '奥园三期二区  ', '低楼层(共32层)2012年建板楼  -  广丰', '160万', '单价13410元/平米')
('https://image1.ljcdn.com/442000-inspection/e53731fd-9446-48e4-91f8-64c4cab738ca.jpg.296x216.jpg', '远洋香缇 3室2厅 139万', '远洋香缇  ', '低楼层(共31层)塔楼  -  沙朗', '139万', '单价13268元/平米')
('https://image1.ljcdn.com/442000-inspection/f685eba8-f314-4b99-a34f-674c3346bf74.jpg.296x216.jpg', '西区 西苑广场 温馨2房诚心 出售', '西苑广场  ', '中楼层(共23层)塔楼  -  国际酒店', '75万', '单价9930元/平米')
('https://image1.ljcdn.com/442000-inspection/f1e0ee9c-ac33-4156-babd-137313cad83f.jpg.296x216.jpg', '改善性大三房，南北向，精致装修', '奥园三期二区  ', '中楼层(共32层)2012年建板楼  -  广丰', '176万', '单价13135元/平米')
('https://image1.ljcdn.com/442000-inspection/8c41c937-d121-40b8-b254-579a3de7dda4.jpg.296x216.jpg', '龙光水悦馨园  三房两厅一厨一卫  毛坯房', '龙光水悦馨园  ', '低楼层(共32层)2015年建塔楼  -  新中医院', '120万', '单价14095元/平米')
('https://image1.ljcdn.com/442000-inspection/549002fb-f045-467a-8778-06153307720d.jpg.296x216.jpg', '翠景花园一期 3室2厅 80万', '翠景花园一期  ', '高楼层(共7层)1997年建塔楼  -  天悦城', '80万', '单价11429元/平米')
('https://image1.ljcdn.com/442000-inspection/cbcc1706-b242-4bd2-a834-9723abbd0104.jpg.296x216.jpg', '瑞安花园 3室2厅 124万', '瑞安花园  ', '中楼层(共7层)2005年建塔楼  -  小商品', '124万', '单价10000元/平米')
('https://image1.ljcdn.com/442000-inspection/399f1ac5-4741-4ae1-bf9c-1c0f977ffee6.jpg.296x216.jpg', '西区 蓝波水岸  望江景毛坯两房可改三房  诚意出售', '蓝波水岸华庭  ', '高楼层(共32层)2008年建塔楼  -  博爱一北', '150万', '单价15152元/平米')
('https://image1.ljcdn.com/442000-inspection/76db2832-a2ec-4c7d-a49c-5741a5aa785e.jpg.296x216.jpg', '中山奥园 装修三房 东南向 税费低 满五年无抵押带装修', '奥园二期五区  ', '中楼层(共28层)2012年建板楼  -  广丰', '153万', '单价12976元/平米')
('https://image1.ljcdn.com/442000-inspection/d7188d72-081f-41a3-8b8d-b41d9784d7d7.jpg.296x216.jpg', '西区 星辰广场 朝北两房 采光通风好', '星晨广场  ', '中楼层(共7层)2001年建塔楼  -  彩虹', '68万', '单价11086元/平米')
('https://image1.ljcdn.com/442000-inspection/191aff7c-333e-4af0-b091-173d94647b7f.jpg.296x216.jpg', '雅居乐剑桥郡  高层3房  户型方正  视野好', '雅居乐剑桥郡  ', '中楼层(共32层)2008年建塔楼  -  铁城小学', '150万', '单价15144元/平米')
('https://image1.ljcdn.com/442000-inspection/ae68da89-0bed-4b2f-b341-6d96680eacbf.jpg.296x216.jpg', '中山奥园  精装三房 满五唯一 税费低 不靠路', '奥园二期五区  ', '低楼层(共27层)2012年建板楼  -  广丰', '141.6万', '单价12000元/平米')
('https://image1.ljcdn.com/442000-inspection/8df488ce-3248-4f65-804d-8856372c9e54.jpg.296x216.jpg', '中山西区奥园 毛坯三房 朝南向 中高楼层 采光好', '奥园三期一区  ', '中楼层(共29层)2014年建板楼  -  广丰', '135万', '单价12617元/平米')
('https://image1.ljcdn.com/442000-inspection/14ae0ba8-eee0-42a0-9af9-375dca7cb8c0.jpg.296x216.jpg', '顺心居 三房两卫 证满两年 税费低 带装修', '顺心居  ', '中楼层(共9层)塔楼  -  沙朗', '140万', '单价13780元/平米')
('https://image1.ljcdn.com/442000-inspection/b582f1b4-1f14-49fa-ba33-79ef84144fc0.jpg.296x216.jpg', '大信新家园二期 3室2厅 174万', '大信新家园二期  ', '高楼层(共9层)2011年建塔楼  -  彩虹', '174万', '单价14500元/平米')
('https://image1.ljcdn.com/442000-inspection/5c43ea33-a9e1-41e1-9028-a3ac240ed3d2.jpg.296x216.jpg', '西区繁华地段 豪景花园 满五年', '豪景花园  ', '高楼层(共8层)1998年建塔楼  -  小商品', '58万', '单价6915元/平米')
('https://image1.ljcdn.com/442000-inspection/5615f9aa-b0c3-4cee-820a-545a6e0f7e0f.jpg.296x216.jpg', '奥园二期五区 1室1厅 49万', '奥园二期五区  ', '高楼层(共29层)2012年建板楼  -  广丰', '49万', '单价12250元/平米')
('', '翠景花园三期华庭苑 2室2厅 75万', '翠景花园三期华庭苑  ', '高楼层(共7层)1997年建塔楼  -  天悦城', '75万', '单价8962元/平米')
('https://image1.ljcdn.com/442000-inspection/22074f9c-4cf6-4786-a6b5-0114c9c00ff4.jpg.296x216.jpg', '中山西区奥园 毛坯三房 高楼层 视野开阔 随时看房', '奥园三期一区  ', '高楼层(共32层)2014年建板楼  -  广丰', '180万', '单价15000元/平米')
('https://image1.ljcdn.com/442000-inspection/b84177d9-9564-4d61-8ec8-dde8ad028571.jpg.296x216.jpg', '西区顺心居 复式单位 毛坯四房', '顺心居  ', '高楼层(共9层)塔楼  -  沙朗', '220万', '单价11866元/平米')
('https://image1.ljcdn.com/442000-inspection/b75d9b7b-78c8-4ec5-9008-47ba1fd6620f.jpg.296x216.jpg', '西区奥园 毛坯三房 带花园 南向 随时看房', '奥园三期一区  ', '低楼层(共30层)2014年建板楼  -  广丰', '130.8万', '单价12000元/平米')
('https://image1.ljcdn.com/442000-inspection/c7b22fe7-dcdf-45d3-96e9-6732ed281a53.jpg.296x216.jpg', '西区剑桥郡旁，蓝波湾小区，精装复式四房，诚心出售！', '蓝波湾  ', '中楼层(共8层)2005年建塔楼  -  博爱一北', '148万', '单价13321元/平米')
('https://image1.ljcdn.com/442000-inspection/a7c1bd95-a6f5-42e0-b95d-5ad2ef894244.jpg.296x216.jpg', '中山奥园 毛坯大三房 小区中间位置 带入户花园 采光好', '奥园三期一区  ', '高楼层(共32层)2014年建板楼  -  广丰', '160万', '单价11765元/平米')
('https://image1.ljcdn.com/442000-inspection/6b679108-974d-4eb8-bcfa-8acf9c7910e5.jpg.296x216.jpg', '滨江一号 江景小区 户型方正 一梯一户', '滨江一号  ', '低楼层(共16层)2016年建塔楼  -  彩虹', '366万', '单价17079元/平米')
('https://image1.ljcdn.com/442000-inspection/d5fbafc0-88d6-47d7-8194-28a1aa0b77fa.jpg.296x216.jpg', '西区奥园 毛坯大三房 南北对流 看别墅 随时看房', '奥园三期二区  ', '高楼层(共32层)2012年建板楼  -  广丰', '160万', '单价11852元/平米')
('https://image1.ljcdn.com/442000-inspection/387e9a95-3afd-4b13-8896-1a797508e5fc.jpg.296x216.jpg', '滨江一号 四房两厅三卫 南北通透 一线江景 品牌物业', '滨江一号  ', '低楼层(共16层)2016年建塔楼  -  彩虹', '227万', '单价12957元/平米')
('https://image1.ljcdn.com/442000-inspection/d8643235-2d6f-4063-8a42-7d5cd67df195.jpg.296x216.jpg', '剑桥郡 毛坯东向三房 视野开阔', '雅居乐剑桥郡  ', '高楼层(共32层)2015年建塔楼  -  铁城小学', '160万', '单价16000元/平米')
('https://image1.ljcdn.com/442000-inspection/003a7c7f-42f6-482f-ad67-a913a894095e.jpg.296x216.jpg', '出售创兴广场精装三房，南北对流，采光好，户型方正！', '创兴广场  ', '低楼层(共6层)2005年建塔楼  -  小商品', '112万', '单价10607元/平米')
('https://image1.ljcdn.com/442000-inspection/22428242-d74c-4d72-b00e-e0bca2d983bb.jpg.296x216.jpg', '景裕新村 朝南2房 位置好  采光通风好 业主诚心出售', '景裕新村  ', '高楼层(共7层)1998年建塔楼  -  天悦城', '48万', '单价6722元/平米')
('https://image1.ljcdn.com/442000-inspection/ae4fbb11-ef0f-42de-a31a-efbb8a7fa3e0.jpg.296x216.jpg', '奥园精装三房，南北对流，无缝接驳CBD，楼下就是小学', '奥园三期二区  ', '低楼层(共32层)2012年建板楼  -  广丰', '140万', '单价12355元/平米')
('https://image1.ljcdn.com/442000-inspection/2cd118f6-493f-47af-9e68-8cfb8e6d49ca.jpg.296x216.jpg', '花海湾 精装两房 格局方正 业主诚意出售', '花海湾  ', '中楼层(共22层)2016年建塔楼  -  彩虹', '138万', '单价15496元/平米')
('https://image1.ljcdn.com/442000-inspection/71ae29e5-89f6-443c-80be-c0f1794f871d.jpg.296x216.jpg', '远洋一方 高层三房 南北对流 视野好 无抵押 看房方便', '远洋一方  ', '中楼层(共31层)2016年建塔楼  -  彩虹', '160万', '单价14285元/平米')
('https://image1.ljcdn.com/442000-inspection/6d3f9d3f-62d5-4769-bc25-c738f8bc6e85.jpg.296x216.jpg', '精装两房  中高楼层  视野极佳   成熟商圈', '骏华庭  ', '高楼层(共17层)2006年建板楼  -  小商品', '115万', '单价11877元/平米')
('https://image1.ljcdn.com/442000-inspection/cc52d8c3-33ee-4a5c-8882-6dca14855f0d.jpg.296x216.jpg', '西区奥园 装修三房 朝南向 满五年', '奥园二期五区  ', '高楼层(共27层)2012年建板楼  -  广丰', '168万', '单价13588元/平米')
('https://image1.ljcdn.com/442000-inspection/99df227a-b9d3-4903-98a9-03721e8bfc13.jpg.296x216.jpg', '翠景湾 带装修三房自带平台 中间位 不靠路 诚意出售', '翠景花园四期翠景湾  ', '低楼层(共10层)2005年建塔楼  -  天悦城', '135万', '单价10358元/平米')
('https://image1.ljcdn.com/442000-inspection/70b51373-a831-4a29-b5c6-0c82ab6adae7.jpg.296x216.jpg', '明景坊，大面积南北通向采光好一房，诚心出售。', '明景坊  ', '中楼层(共6层)板楼  -  小商品', '68万', '单价9923元/平米')
('https://image1.ljcdn.com/442000-inspection/02fa8771-dfa8-4185-abd5-ba308bb6ee3a.jpg.296x216.jpg', '剑桥郡一区公寓两房 带精装修 保养很好', '雅居乐剑桥郡  ', '中楼层(共33层)2015年建塔楼  -  铁城小学', '158万', '单价16289元/平米')
('https://image1.ljcdn.com/442000-inspection/1d2d0c34-d39f-46a5-8e7e-fface6efe9b4.jpg.296x216.jpg', '骏华庭 拎包入住 业主诚心出售。', '骏华庭  ', '低楼层(共17层)2006年建板楼  -  小商品', '100万', '单价10929元/平米')
('https://image1.ljcdn.com/442000-inspection/ce3b28e5-d79a-429e-bd9b-8578e6ce47cc.jpg.296x216.jpg', '滨江一号 毛坯三房 大户型 南北对流 环境舒适', '滨江一号  ', '中楼层(共16层)2016年建塔楼  -  彩虹', '232万', '单价12972元/平米')
('https://image1.ljcdn.com/442000-inspection/331c55c2-cb30-4577-a5e0-8da0c59dfdf2.jpg.296x216.jpg', '天悦城附近 翠宝路 精致三房 证过5年 税费少', '翠景花园二期翠宝路  ', '高楼层(共7层)1999年建塔楼  -  天悦城', '98万', '单价8910元/平米')
('https://image1.ljcdn.com/442000-inspection/38875d73-148c-4c10-96af-0b6090bdcbc2.jpg.296x216.jpg', '美林假日 毛坯两房 中高楼层 视野开阔 位置安静', '美林假日  ', '中楼层(共26层)2013年建塔楼  -  沙朗', '96万', '单价11567元/平米')
('https://image1.ljcdn.com/442000-inspection/5941f0fa-a125-42bf-a520-434f51d657a6.jpg.296x216.jpg', '西苑广场 满五2房出售 业主保养很好', '西苑广场  ', '高楼层(共23层)塔楼  -  国际酒店', '75万', '单价8334元/平米')
('https://image1.ljcdn.com/442000-inspection/08aac3e4-cc90-4327-b82b-f7f85fdc31e1.jpg.296x216.jpg', '蓝波湾刚需小三房  中间楼层  诚意出售  性价比高！', '蓝波湾  ', '中楼层(共11层)2005年建塔楼  -  博爱一北', '122万', '单价12682元/平米')
('https://image1.ljcdn.com/442000-inspection/f5ee39e9-c2cd-4db7-8e27-82069b78a8da.jpg.296x216.jpg', '富华阁 朝南单位 通风采光好 地段好', '西苑广场  ', '低楼层(共25层)塔楼  -  国际酒店', '73万', '单价7157元/平米')
('https://image1.ljcdn.com/442000-inspection/5fcf6fd8-2833-408a-8f90-69b1ecf988f1.jpg.296x216.jpg', '雅居乐剑桥郡 3室2厅 180万', '雅居乐剑桥郡  ', '高楼层(共32层)2015年建塔楼  -  铁城小学', '180万', '单价16072元/平米')
('https://image1.ljcdn.com/442000-inspection/8240a01a-8cdc-425d-a414-300130afa39f.jpg.296x216.jpg', '西区奥园 装修一房 视野采光好 中高楼层 看房方便', '奥园二期五区  ', '高楼层(共29层)2012年建板楼  -  广丰', '70万', '单价12069元/平米')
('https://image1.ljcdn.com/442000-inspection/3bc7fa70-9ddd-4821-bfb5-0ee58643b567.jpg.296x216.jpg', '愉翠雅园 方正两房 中层 采光通风好', '愉翠雅园  ', '中楼层(共6层)2005年建塔楼  -  小商品', '92万', '单价12267元/平米')
('https://image1.ljcdn.com/442000-inspection/b978215d-eed1-4c8b-ac4f-1288ca074fd2.jpg.296x216.jpg', '奥园三期一区 3室2厅 128万', '奥园三期一区  ', '低楼层(共30层)2014年建板楼  -  广丰', '128万', '单价11131元/平米')
('https://image1.ljcdn.com/442000-inspection/7155c6d2-a936-4f27-b0a1-dcba0ce2fc05.jpg.296x216.jpg', '品牌就选雅居乐 雅居乐就选剑桥郡', '剑桥郡花园五区睿爵  ', '低楼层(共40层)2015年建塔楼  -  铁城小学', '180万', '单价14635元/平米')
('https://image1.ljcdn.com/442000-inspection/6b3e7339-e153-4158-839b-991e93e26244.jpg.296x216.jpg', '柏景台 3室2厅 100万', '柏景台  ', '高楼层(共28层)板塔结合  -  小商品', '100万', '单价7043元/平米')
('https://image1.ljcdn.com/442000-inspection/ef786265-e16e-4dfa-be6c-036162410493.jpg.296x216.jpg', '远洋一方 精品2居 格局方正 南北通透', '远洋一方  ', '低楼层(共31层)2016年建塔楼  -  彩虹', '108万', '单价13512元/平米')
('https://image1.ljcdn.com/442000-inspection/7a4b2e36-66dc-43a9-831e-c329b265ebb9.jpg.296x216.jpg', '骏华庭 简装两房 诚意出售 60万', '骏华庭  ', '中楼层(共17层)板楼  -  小商品', '60万', '单价10093元/平米')
('https://image1.ljcdn.com/442000-inspection/c056caf2-4b42-4f49-8227-9f20d7c8026e.jpg.296x216.jpg', '远洋一方 3室2厅 175万', '远洋一方  ', '高楼层(共31层)2016年建塔楼  -  彩虹', '175万', '单价14228元/平米')
('https://image1.ljcdn.com/442000-inspection/e6eb452f-95b5-4633-8e7e-4d8e9f7c55a3.jpg.296x216.jpg', '雅居乐剑桥郡 5室2厅 270万', '雅居乐剑桥郡  ', '低楼层(共32层)2015年建塔楼  -  铁城小学', '270万', '单价15698元/平米')
('https://image1.ljcdn.com/442000-inspection/65f4d752-8908-46c7-bea8-d6e51ac08228.jpg.296x216.jpg', '中山奥园 精装公寓 独立厨房 随时可看', '奥园二期五区  ', '中楼层(共29层)2012年建板楼  -  广丰', '84万', '单价12924元/平米')
('https://image1.ljcdn.com/442000-inspection/8b6da877-37c7-4921-a5c9-dd7d96de3aba.jpg.296x216.jpg', '剑桥郡 2+1户型 精致装修 带租出售', '雅居乐剑桥郡  ', '低楼层(共32层)2015年建塔楼  -  铁城小学', '140万', '单价15218元/平米')
('https://image1.ljcdn.com/442000-inspection/a9d981ec-6260-48fd-ab52-67e5f0b31983.jpg.296x216.jpg', '奥园 毛坯三房 户型方正 高层 看别墅 证过两年', '奥园三期二区  ', '中楼层(共32层)2012年建板楼  -  广丰', '150万', '单价12606元/平米')
('https://image1.ljcdn.com/442000-inspection/d454b45b-1bde-401f-b79e-49dd99388097.jpg.296x216.jpg', '奥园二期五区 精装三房，满五税费少', '奥园二期五区  ', '中楼层(共28层)2012年建板楼  -  广丰', '155万', '单价13136元/平米')
('https://image1.ljcdn.com/442000-inspection/b3880fa9-c346-480c-a71d-7b7f02f94350.jpg.296x216.jpg', '名仕经典世家 2室2厅 80万', '名仕经典世家  ', '中楼层(共13层)2007年建板楼  -  国际酒店', '80万', '单价12308元/平米')
('', '西苑广场 2室1厅 83万', '西苑广场  ', '高楼层(共23层)塔楼  -  国际酒店', '83万', '单价8925元/平米')
('https://image1.ljcdn.com/442000-inspection/3ad8dc83-f8e8-49f3-aa1d-fc1bb2da03d3.jpg.296x216.jpg', '西区奥园 精装公寓 住宅性质 视野开阔 随时看房', '奥园二期五区  ', '中楼层(共29层)2012年建板楼  -  广丰', '49.5万', '单价12375元/平米')
('https://image1.ljcdn.com/442000-inspection/3636ecf3-26d7-492d-a0a0-6eb7fd339e9d.jpg.296x216.jpg', '西区剑桥郡 精装三房 家私电器齐 配套齐全', '雅居乐剑桥郡  ', '中楼层(共32层)2015年建塔楼  -  铁城小学', '190万', '单价16380元/平米')
('https://image1.ljcdn.com/442000-inspection/f9a56be8-8f34-42b8-aef3-353ae96f5ac7.jpg.296x216.jpg', '西区 德顺苑 带装修 公寓  诚意出售', '德顺苑  ', '中楼层(共9层)2000年建塔楼  -  国际酒店', '32万', '单价9167元/平米')
('https://image1.ljcdn.com/442000-inspection/5b034adb-9b23-4985-bead-5e5fd669311d.jpg.296x216.jpg', '滨江一号 四房两厅四卫 精致装修 欧式高档家私 配套好', '滨江一号  ', '低楼层(共16层)2016年建塔楼  -  彩虹', '375万', '单价17650元/平米')
('https://image1.ljcdn.com/442000-inspection/8e8e46b1-a577-4bc2-8caf-b7f9f1623071.jpg.296x216.jpg', '装修二房，满五不唯一，看房方便。', '创兴广场  ', '中楼层(共5层)2005年建塔楼  -  小商品', '100万', '单价11364元/平米')
('https://image1.ljcdn.com/442000-inspection/a3a741dc-6b79-44b2-9e5d-c52e8fd81652.jpg.296x216.jpg', '博达汇峰 3室2厅 118万', '博达汇峰  ', '低楼层(共27层)塔楼  -  国际酒店', '118万', '单价13564元/平米')
('https://image1.ljcdn.com/442000-inspection/e1b3de84-73c5-40a1-8af6-ee7a4636389d.jpg.296x216.jpg', '西区富华道 名仕天地 电梯公寓 有装修', '名仕天地  ', '中楼层(共16层)2006年建塔楼  -  国际酒店', '50万', '单价9260元/平米')
('https://image1.ljcdn.com/442000-inspection/1be9dc29-5c36-4407-b765-9f6b51e4630c.jpg.296x216.jpg', '金沙花园独栋别墅、环境优美，位置安静', '金沙花园  ', '3层塔楼  -  沙朗', '770万', '单价16009元/平米')
('https://image1.ljcdn.com/442000-inspection/02fbdc52-ebce-474b-855f-ece2f0e861ef.jpg.296x216.jpg', '中山奥园 毛坯大4房 看别墅 采光通风', '奥园二期三区  ', '中楼层(共30层)2013年建塔楼  -  广丰', '268.8万', '单价12000元/平米')
('https://image1.ljcdn.com/442000-inspection/11dcfd93-f0e7-45de-a2bf-423c20013237.jpg.296x216.jpg', '西苑广场精装一房业主诚心出售！', '西苑广场  ', '低楼层(共23层)板楼  -  国际酒店', '35万', '单价10671元/平米')
('https://image1.ljcdn.com/442000-inspection/d3d3886f-88e5-4400-9790-600ee3ec2e1d.jpg.296x216.jpg', '西区星辰广场3房 格局方正 装修保养好', '星晨广场  ', '中楼层(共7层)2001年建塔楼  -  彩虹', '93万', '单价11205元/平米')
('https://image1.ljcdn.com/442000-inspection/d37bf9b7-963a-46d6-85a5-f03cdbb092cf.jpg.296x216.jpg', '奥园 联排别墅 前后花园 带地下室', '奥园一期二区保格利区  ', '3层2011年建暂无数据  -  广丰', '330万', '单价18858元/平米')
('', '房子格局好 朝南户型 新装修 小区环境优美', '奥园二期五区  ', '低楼层(共27层)2012年建板楼  -  广丰', '165万', '单价13307元/平米')
('https://image1.ljcdn.com/442000-inspection/dc4cee2d-578f-4ebd-aa83-b01aefb697af.jpg.296x216.jpg', '美林假日 精装两房 未入住过 诚心出售', '美林假日  ', '高楼层(共18层)2013年建塔楼  -  沙朗', '103万', '单价12118元/平米')
